tree_number,lambda.sim,mu_0.sim,beta.sim,time_decline,time80,final_rich80,time50,time20,time_s20,ntip80,ntip50,ntip20,ntip_s20,mu_f.sim.80,mu_f.sim.50,mu_f.sim.20,mu_f.sim.s20,lambda.fit.80,mu_f.fit.80,beta.fit.80,lambda.fit.50,mu_f.fit.50,beta.fit.50,lambda.fit.20,mu_f.fit.20,beta.fit.20,lambda.fit.s20,mu_f.fit.s20,beta.fit.s20,cga.80,cga.50,cga.20,cga.s20,gamma.80,gamma.50,gamma.20,gamma.s20,decline.length.80,decline.length.50,decline.length.20,gamma.orig.80,gamma.orig.50,gamma.orig.20,gamma.orig.s20
439,6.905947585,7.512197692,0.773495987,3.254044959,7.254044959,209.7725312,5.554044959,4.454044959,2.3,174,448,811,707,7.48472180806628,7.40986268130264,7.27256736404703,6.2441388145134,6.74026816406948,6.68139013388729,22.159789455549,5.44907232204815,5.18156506011037,247.590705871612,6.36876357658908,5.86844479798029,132.462791919272,6.60758764292547,4.85337814377601,2045.72978084398,7.150469293891,5.4504692945,4.3504692942,2.19642433514,0.623239311894646,0.456038235032255,0.398406326802551,0.216806820193665,3.99999999829653,2.29999999829653,1.19999999829653,14.1572757189973,16.681277723351,19.6273250393553,9.9707568545453
440,5.858422059,7.699648407,0.596135988,2.400027597,4.500027597,44.65172638,3.700027597,3.100027597,1.8,59,103,169,201,7.17312196749012,6.85136877325756,6.48659985926758,5.06663258927245,5.48428160671659,5.3719850715638,85.670132202018,5.23051137020938,4.95387594067694,1703.22120629553,3.47720619090472,2.80679251639463,1599.44119997046,4.27207066727186,2.3769808688436,950.381808434888,4.44825004121,3.64825004119,3.04825004136,1.7482224439,0.508112138175157,0.424094227011343,0.261796197817184,0.136697948092269,2.09999999910645,1.29999999910645,0.699999999106454,6.64442838687565,7.38216375837449,5.85979196260061,3.34002072157405
441,6.43760076,6.793732087,0.773631578,3.811188993,9.711188993,211.5693498,7.011188993,5.411188993,2.7,176,260,446,635,6.7900226754608,6.76377761856679,6.69044740953615,5.95243028743959,7.38827294399376,7.30042943938308,584.626068730358,5.39594629975888,5.25393230563018,141.557820008305,5.26597788743095,4.97604780669514,1154.32494194696,5.28867313540779,4.06815525816116,163.217910332616,9.65067165629,6.950671656332,5.3506716561,2.639482663689,0.569726692941542,0.524556518505025,0.440046641213891,0.243570277309661,5.89999999925925,3.19999999925925,1.59999999925925,13.0167276773909,14.5936110958231,16.0601953245566,10.6141879340132
442,3.900002051,4.527879993,0.503151919,3.926574172,8.326574172,39.49977357,6.526574172,5.326574172,2.8,81,264,427,374,4.45926731398938,4.35815986117039,4.21745785709867,3.42112924992024,4.01215646466924,3.96993240363876,168.472735250311,2.77762574917923,2.55292750522476,886.649447149159,2.5461672339768,2.10394510356303,939.475637259621,3.66149163790705,2.50072865875617,1528.68487847479,8.3152086279,6.5152086277,5.31520862829,2.78863445583,0.532078773261762,0.381585003069939,0.281065591958811,0.189409116838773,4.4000000024323,2.6000000024323,1.4000000024323,8.19124859630757,10.6979994415011,10.0360490434994,6.32751198438018
443,5.255695848,6.151670492,0.736597308,2.615495351,5.715495351,24.10080174,4.415495351,3.615495351,1.8,16,24,53,36,6.06034221460492,5.91372610944957,5.72273145411444,4.51796863905603,3.09608476823226,3.18049878232237,13.7033638716184,4.8855185299406,4.87768918991219,195.537698942557,2.49919334626809,1.92963644228983,1499.56120563517,2.16289010845662,3.82334651447203,-0.0632898028684703,5.140538041,3.84053804085,3.12102282946,1.34480217027,0.604175405317486,0.500204840730542,0.226512913463428,0.0357012725956946,3.09999999927746,1.79999999927746,0.99999999927746,3.91550413821809,4.06368333627973,2.80181000332832,0.360565178886029
444,7.972946949,9.341826451,0.7185649,2.672701186,5.072701186,339.5460023,4.172701186,3.572701186,2,247,604,862,936,9.09782063937223,8.87595932638412,8.62485258334074,7.1221265997099,5.53937000766586,5.3420754202022,551.730839112552,7.32544197358745,6.96660497678024,1532.2566005862,7.55079280547752,6.98733485118601,372.191577194437,7.65485445360756,5.66410357976811,2339.42157049273,5.005115392,4.10511539232,3.5051153921,1.9324142067,0.481281896817012,0.45230361351749,0.404967293107104,0.220760490198979,2.39999999897913,1.49999999897913,0.899999998979133,13.0479773984238,19.2215732237132,20.5697873565858,11.6857183638905
445,6.891838072,8.846460884,0.782776367,1.92880151,3.82880151,30.71754181,3.12880151,2.62880151,1.4,22,30,38,54,8.40474034299569,8.08242032240842,7.71642003303919,5.88959298722665,5.9563310636141,5.98612169920162,2059.15466801551,4.5080611125148,4.18670081982131,2114.42697038114,5.79320757271615,5.25789052375653,210.035057368508,6.77787446149923,5.45071563292198,9.50258119805996,3.017796705,2.74656396297,2.24656396287,1.20977898445,0.506127830305521,0.384331264030095,0.350787726308198,0.235421053536148,1.89999999938814,1.19999999938814,0.699999999388142,3.92044931565075,3.52245421871194,3.64549298782419,2.94040801622818
446,8.281055057,9.539904781,0.756541179,2.677032227,5.177032227,390.1462754,4.177032227,3.577032227,2,867,1933,3051,2668,9.34998520114657,9.13520646222234,8.90271559610777,7.43893057162462,7.5255905054772,7.3329469221779,996.134086368588,7.22954211098114,6.86551647200621,1509.41719472048,7.14323138269234,6.53284780556146,1617.25287794345,7.26567073442655,5.16244968771232,2382.82078962424,5.1483860601,4.14838606062,3.54838606084,1.971353833995,0.523294206891731,0.446813195102953,0.381869450577616,0.203238409638938,2.49999999919711,1.49999999919711,0.899999999197112,26.6572047667779,34.0077386402831,36.5219750878956,18.1759235671317
447,6.38341584,7.115782215,0.633310416,3.590323932,7.390323932,343.976017,5.890323932,4.790323932,2.7,401,1016,1860,1903,7.04977914080901,6.94512329519169,6.77326963012322,5.82870098658935,5.55906943200005,5.44240074262673,943.674354874017,5.53876539135082,5.32333311042718,1108.57551049875,5.6087673089149,5.2090386726085,1240.87124587729,6.37452217440826,5.01221157134532,1770.8425226611,7.3730824255,5.87308242662,4.77308242589,2.68275849409,0.54766473606223,0.475918181898611,0.404399135649146,0.250265240222658,3.8000000010246,2.3000000010246,1.2000000010246,18.9479335485946,26.2489479494175,30.1921263897293,18.8995828978977
448,3.686929037,5.478627009,0.216389353,5.165183739,8.465183739,480.3505002,7.265183739,6.365183739,4.1,1071,2371,3646,4090,4.60134002689086,4.34122569056352,4.0966756443017,3.22248071883411,3.22295360580495,3.09112585285246,431.375189072563,3.0422723342118,2.79933857799686,798.956483984916,3.21154404298335,2.8494630565675,841.348240230034,3.39334514387646,2.2916844502046,1125.6059924022,8.4607392628,7.2607392629,6.360739262436,4.095555524,0.45779896414348,0.385084792292435,0.343547013855422,0.185816747850498,3.30000000730316,2.10000000730316,1.20000000730316,25.9253295498378,32.4638128165905,35.9199720012305,20.5778939986385
449,7.157340895,8.870661133,0.962673023,1.708073398,3.608073398,18.15502129,2.808073398,2.308073398,1.2,25,91,133,197,8.5955680062359,8.27644203600231,7.90907454795949,6.07647269660299,3.44753557057793,3.31635928010915,63.4006437474055,6.59474678440938,6.19192448713616,2295.03357814034,4.89171859670173,4.12238315305192,445.192723788373,5.66891969402224,2.82689342029795,249.69067388204,3.445165807065,2.645165806871,2.14516580702,1.117418975,0.420330525992565,0.416360816100778,0.280699104455186,0.117834888089187,1.89999999973264,1.09999999973264,0.599999999732642,3.49152757752275,6.80339179322758,5.56464293428462,2.85004571855083
450,5.401171382,6.341409723,0.587590867,3.24838776,6.44838776,92.60701244,5.24838776,4.34838776,2.4,368,927,1505,1360,6.19798036692136,6.05109904231275,5.84876737882953,4.79353473203253,5.03656837078078,4.91908108313411,1046.07238650838,4.60830128607022,4.33430067913884,1163.24624098776,4.70361378085316,4.23881530021507,1282.52396888232,4.86188025721232,3.38447171041527,709.455162666309,6.4440974285,5.2440974285,4.3440974281,2.39570966842,0.511116044712709,0.422854075281562,0.357845924074957,0.194973360743256,3.20000000192428,2.00000000192428,1.10000000192428,16.9363837065861,22.2752206257463,24.0290273949064,12.444738922197
451,8.347932857,9.765639305,0.978193616,1.972850375,4.072850375,62.03312782,3.272850375,2.672850375,1.4,257,496,877,899,9.58389712771007,9.36815956380772,9.05079830750228,7.28280947832301,7.1080082160923,6.87332504041213,90.6024182329887,6.94520008090197,6.53153596076038,1920.11997954217,7.65496402439259,6.94432660056106,2195.28038733052,8.6737102470954,6.14271051807941,3359.04291534969,3.9747511468,3.1747511461,2.57475114659,1.30190077159,0.501854098089986,0.41769902123811,0.365889869130307,0.201420513029886,2.09999999926758,1.29999999926758,0.699999999267576,13.8805985052457,16.0800560948255,18.7462773737083,10.4486587789667
452,5.834180602,7.439622395,0.464043303,3.304478495,5.804478495,286.5479731,4.904478495,4.204478495,2.5,286,532,943,1166,6.93639306021146,6.67553286140726,6.38227849792341,5.10765604969483,5.12099884295393,4.96644465372208,77.9366970825643,4.83113016087611,4.55465537827943,1246.91201386462,4.99479257419185,4.54162347872518,1327.62577460873,5.49815625543099,3.73396410897698,1812.41275948923,5.79880389084,4.8988038912,4.198803891562,2.49432539683,0.495335045277834,0.418085248642081,0.365171059071797,0.187106077150333,2.50000000098351,1.60000000098351,0.900000000983511,14.4583539738276,16.6710673761477,19.4022363254588,11.0566868862331
453,4.113680134,5.220066521,0.423679794,3.661753449,6.961753449,57.32038235,5.761753449,4.861753449,2.7,150,303,447,439,4.94672796543563,4.76559879102988,4.55463300998232,3.55714717240038,3.47809000366687,3.34541002600741,560.570617058254,3.04021530659934,2.73760724233847,1017.61756472322,3.5754783212498,3.14157362393799,1173.74435938849,3.02311508525633,1.52221676652458,50.8886823518857,6.68406417478,5.48406417521,4.5840641755,2.42231072602,0.464033416584882,0.359337260334877,0.329632555298836,0.119441170134426,3.29999999781789,2.09999999781789,1.19999999781789,9.77779081378319,10.7980697255793,12.0439995317021,4.32469411454255
454,2.912015505,3.781931442,0.256098863,5.738383687,10.33838369,117.8390909,8.638383687,7.338383687,4.4,93,234,385,380,3.51410429103711,3.36799605929953,3.20447188827129,2.55636903618623,2.63609478981715,2.57472906506106,641.159295131432,2.29000775938253,2.12327577855264,694.935877464963,2.49689595100802,2.21114881561248,370.421820457072,2.85839027259242,2.10796292962815,718.055063529333,10.18916535038,8.4891653515,7.1891653517,4.250781664,0.481867296966868,0.397611899311527,0.341411939789388,0.220747635805616,4.59999999883142,2.89999999583142,1.59999999583142,7.96175439742526,10.4897223434173,11.5728072399369,7.43365819912471
455,3.479941262,4.25116899,0.391846213,4.35621304,8.55621304,49.98960429,6.95621304,5.75621304,3.2,34,159,362,368,4.10242455927469,3.97273429486568,3.8055791000994,3.03793911682235,1.50274468255952,1.43184769493872,713.271884913087,2.5620472111507,2.37505065656906,66.722761092993,2.68150310673329,2.33885361059612,993.752265007858,2.00928496325665,95.5481065271682,-0.00510628672567599,8.1567355632,6.5567355631,5.35673556309,2.800522524,0.350305780848111,0.397879322547317,0.320936880203594,0.153997396159761,4.19999999791781,2.59999999791781,1.39999999791781,3.4322816681004,8.63498969028599,10.5470621293705,5.1028705088741
456,3.547179488,4.119111053,0.342839098,5.758891922,11.15889192,231.2165534,8.958891922,7.558891922,4.3,137,439,672,595,4.0293017816244,3.92817582891478,3.81055332000966,3.1759995355299,2.90784647653652,2.85630599533713,620.331650968082,2.72576755188626,2.54934167855173,696.649920076439,3.00029732413129,2.73544228779327,389.548674516854,3.18790926321055,2.29468622388193,1114.30567643575,10.83154834172,8.6315483419,7.2315483423,3.97265641996,0.514002706820904,0.415189226866404,0.374553213014393,0.206045066509618,5.39999999626009,3.19999999826009,1.79999999826009,10.3441049376339,15.033061077933,16.7923530171505,8.69060866805216
457,4.91536495,6.841100573,0.480081646,2.64046875,4.94046875,34.61611933,4.04046875,3.44046875,1.9,66,188,261,216,6.20275771713024,5.85776640247476,5.5295071904296,4.09332007607682,2.49726384516395,2.295042919285,1189.11483089956,3.76623511297617,3.37271048835402,19.2021803081796,3.61158286377259,2.8862249218111,893.167862819406,4.04491633411465,1.98884872583103,1096.76550196193,4.860387331048,3.9603873312,3.3603873309,1.81991858042,0.346863491956243,0.365687395265917,0.261064000333254,0.113622129158199,2.29999999811591,1.39999999811591,0.799999998115906,4.80628153087177,8.6382762892521,7.2770858407601,2.87892557154784
458,6.422200199,7.807481063,0.818383434,2.112920918,4.312920918,27.41239324,3.512920918,2.812920918,1.5,6,40,85,49,7.57859722156467,7.3669762465262,7.02631341633722,5.51987191115236,1.16706792892186,1.16937390189847,1184.37205146332,6.62459068242867,6.46514528895176,513.879646223514,6.86923848462297,6.19124434297,196.635518005387,8.38774989846334,7.68945456611266,17.5351323110234,4.240493468,3.44049346838,2.740493468,1.427572549926,0.481533137387362,0.498123040378673,0.359184794053033,0.35847923059891,2.20000000113802,1.40000000113802,0.700000001138021,1.66807971896591,5.31849868126285,5.66784044883507,4.25670501522961
459,4.212240782,4.30511418,0.58051289,6.608503876,25.70850388,153.3734034,15.80850388,10.60850388,4.3,240,885,1230,1510,4.30511275923376,4.30466909114153,4.2960058835753,3.95038539479275,3.89541826937763,3.87590647014284,303.370937766873,3.93923752533635,3.85239951187281,446.248520684414,3.967787259602,3.82022403878876,496.625047834833,4.19736252927152,3.45403185579219,1159.32580209206,25.6981686311,15.798168630632,10.5981686312,4.2896647518,0.652596903334028,0.544361445795448,0.4903860411534,0.27893186294086,19.1000000011979,9.2000000011979,4.0000000011979,17.4378972592509,28.0174327399547,29.7644533145707,18.7611486950131
460,5.469343045,6.191467247,0.534800478,4.01781657,7.91781657,303.7134343,6.31781657,5.31781657,3,330,573,793,814,6.10176684180358,5.98040437701794,5.83116021699546,4.9469214276002,5.7899481216729,5.64873717617378,940.495620476003,5.46115942062911,5.23125270903545,1110.3599519932,5.042040675174,4.64159228234193,1201.28560836081,5.21188900812412,3.76903684822376,1780.9989135725,7.39501697074,5.795016970535,4.7950169713,2.47720040087,0.530111017185373,0.467556798179923,0.392288519837478,0.209116106381775,3.89999999725971,2.29999999725971,1.29999999725971,16.6289328428691,19.3514297369745,19.10972634748,10.3211033291017
461,5.758327351,7.757534531,0.684082499,1.982091163,3.982091163,17.21090458,3.282091163,2.682091163,1.4,4,6,9,11,7.24858901295245,6.93597966495388,6.51904447195678,4.78043632409811,3.48433929744423,14.7177278461937,1.5293016366942,9.65798408464141,20.6657245460594,5.28082331149642,0.871863309983524,0.183693403505336,3.37358301408285,7.69565604557909,7.83651035019925,107.161348068226,0.306313096,0.21994450709,2.5088091841,1.22671802153,-0.21957300871169,0.291155612139683,0.142156767048064,0.528550545921375,1.99999999907015,1.29999999907015,0.699999999070152,-0.537841832631327,1.0085926262695,0.651444145547956,2.74642919971226
462,7.73912447,8.305951846,0.810889101,3.3107768,7.4107768,427.4861111,5.6107768,4.5107768,2.4,209,496,834,668,8.28555440422879,8.21815637892908,8.09173519676491,7.11965269347931,7.39811242527531,7.29573914074513,283.363836622542,6.79900106524227,6.52065220412983,1156.40652473728,6.82963711243941,6.35681470513938,70.3568519549976,7.31223256237861,6.0650601273553,2109.52355525638,7.388106726333,5.5881067256,4.4881067265,2.37732992604,0.583606305368352,0.472688209214112,0.419572645197371,0.28485868131728,4.10000000266302,2.30000000266302,1.20000000266302,14.5433941881666,18.1969612880482,20.9618426355224,12.7328962811685
463,5.611451222,6.611394004,0.933149853,2.024167649,4.724167649,10.80448779,3.624167649,2.824167649,1.3,18,15,44,30,6.53089913392711,6.38671824429461,6.13740781824608,4.64598628197796,5.40978067916772,5.58731295045954,30.9020583173191,2.03048328568046,1.72434648741815,47.2449317125326,3.85798265144555,3.03358619325918,1074.66152969012,5.01479354399404,3.46729498690001,66.4075110838799,3.438675291,2.33867529108,2.2312927737,1.08544616298,0.586633908296772,0.21617362876134,0.237932052102564,0.187919116656555,2.69999999962901,1.59999999962901,0.799999999629007,4.06431893845084,1.35000387892109,2.67078066089952,1.7223071532158
464,3.455729339,4.649601851,0.327148133,4.155852414,7.655852414,54.17386382,6.355852414,5.355852414,3.1,5,28,90,97,4.26969007865973,4.0683224019729,3.84336323073449,2.96315749670106,0.334634559616809,0.266207670217388,5.78867723360144,1.15385511089374,0.971192780368573,104.183582914039,2.22993702313306,1.87608401347895,1012.021677935,2.69216322433507,1.77699585282142,47.4688825783471,7.333849527,6.0338495264,5.0338495262,2.77799711224,0.43478091641436,0.254647702538891,0.285370811007972,0.180327204593215,3.50000000358083,2.20000000358083,1.20000000358083,1.30434274924308,2.24898761398327,4.63672685638175,3.04427359220142
465,6.951346627,7.872904537,0.896158188,2.393680879,5.293680879,51.49457367,4.093680879,3.393680879,1.7,48,175,282,418,7.80437897295593,7.67204683663183,7.49678484197226,6.1569695067941,3.71269474502527,3.62119015165557,200.885621677994,5.58306898623154,5.26558980715947,281.035657174317,6.42174896222737,5.99246488961183,337.107109419439,6.37714541838527,4.33692888018585,93.341904570405,4.9849050878,4.00097185858,3.30097185872,1.60729098012,0.448551843783289,0.432327773740095,0.407058467959685,0.192570519697295,2.89999999972648,1.69999999972648,0.99999999972648,5.26929107238076,9.84910608880459,11.797675233861,6.80294711948393
466,6.739450154,7.315425915,0.708390431,3.587957784,7.887957784,343.002027,6.087957784,4.887957784,2.6,550,1627,2791,2991,7.28804115313656,7.21741395636418,7.08609683207825,6.1557157257418,5.36403426341221,5.25739905705219,898.338364644706,5.68751324507183,5.46451461266543,1090.71715639215,5.80101117914262,5.41457537674922,225.22734523839,5.8204910172288,4.36502483925366,1849.05216002819,7.759089058478,5.959089058408,4.759089058638,2.471131274198,0.55292197613373,0.48291513993615,0.418400625262236,0.227378983296387,4.30000000365783,2.50000000365783,1.30000000365783,22.4189236588432,33.7177146741933,38.2716520325465,21.5314811087534
467,6.469527336,8.218257169,0.741992526,2.085558002,4.185558002,31.90018983,3.385558002,2.885558002,1.5,6,25,36,42,7.85011813090952,7.55174745876284,7.25236618821782,5.5179396267061,0.481717740783365,-0.0636740673271186,12.7058737227009,3.51840887467869,3.29797053681148,21.2895050087563,3.97653404625121,3.52174165385658,12.8877657535881,4.19760778029535,328.472916663012,0.0122307586473963,2.8701686695,2.69228495,2.1922849504,0.8067269483,0.0839700085981941,0.389834188745411,0.315373757324547,0.0666484970619449,2.10000000183999,1.30000000184,0.800000001839995,0.290880642408135,3.23820597481394,3.18511881952907,0.730097705292881
468,1.277856368,2.195977853,0.105241165,8.286234713,14.88623471,18.63356077,12.48623471,10.68623471,6.2,74,171,251,237,1.73757974679346,1.6058632088868,1.48278566885113,1.05243384917456,0.837668127704468,0.739152838561417,372.260878198318,1.05283880733447,0.900344447578129,206.528614197597,1.04692508985963,0.813630316286647,456.558149008769,1.18668948518244,0.590113242219966,45.103521936353,14.494090915,12.0940909163,10.29409091664,5.8078562033,0.331318080360356,0.302704505692921,0.24228579818307,0.115944379326071,6.59999995615956,4.19999995615956,2.39999995615956,4.86936143664783,6.8158945860221,6.62198601455046,3.07853615596796
469,7.432747263,8.166912294,0.95297783,2.527983618,5.827983618,76.25640628,4.427983618,3.527983618,1.8,285,690,877,825,8.13528858883939,8.04684216689036,7.88382480120806,6.69769352296477,6.58807545046092,6.42719182155891,1185.51292450908,6.732568789152,6.37627409499179,1409.38850451636,6.12284917629497,5.53629989860491,112.643207157684,6.99973748185892,5.14927333261965,344.596866835893,5.8095134164,4.4095134165,3.5095134169,1.7815297987,0.53019041259637,0.44613207672048,0.373231837365011,0.218515263053259,3.29999999952295,1.89999999952295,0.999999999522947,15.4484785883314,20.2683453905371,19.1224413088396,10.8578121158124
470,7.121042009,7.704719407,0.846385088,3.048541304,7.048541304,152.1208187,5.348541304,4.248541304,2.2,215,350,654,495,7.68495647467683,7.62140156400701,7.49333330584038,6.50775839154053,8.230758586732,8.12494333545364,308.623734641121,7.32574753238845,7.05039275487158,1312.10366698752,5.98053599731371,5.50142132297988,509.255708531201,6.22858870169224,4.77589199319543,311.079385059742,6.68748781055,4.98748781055,3.88748781075,1.83894650723,0.589258881491302,0.486801714292018,0.392143172129596,0.233414123263347,3.9999999991521,2.2999999991521,1.1999999991521,14.8955507718603,15.7290447591487,17.3431940290138,8.97658644455011
471,6.001108011,7.711328752,0.502998862,2.994177873,5.394177873,181.365839,4.594177873,3.894177873,2.3,226,401,655,804,7.19991422870807,6.94655537468245,6.6237830852026,5.28642185296725,5.4259876178565,5.24889822395197,529.672974567923,5.03133029307978,4.72167554012031,1388.83704728306,4.70766526834017,4.16013407452663,47.3696183307914,5.32444414090406,3.58075575438141,106.407906465353,5.16881039062,4.3688103904,3.668810390468,2.1274819484,0.486770452403951,0.410049620512691,0.3496280806361,0.187732936904946,2.39999999827248,1.59999999827247,0.899999998272475,12.6185323267068,14.1867687464509,15.4747458122266,9.20848713802052
472,3.96403524,4.814369678,0.528482971,3.280580024,6.880580024,22.23690536,5.480580024,4.480580024,2.3,93,216,409,337,4.68750880035733,4.54851038536187,4.36337742373323,3.38662750658563,3.42970976652235,3.30710352395766,124.964253874308,2.58468078573983,2.27502308305274,265.962499396305,3.33240179672171,2.81336616049939,223.41896666572,3.31985330238879,1.69550435726564,271.763208455995,6.8015008042,5.401500805,4.4015008054,2.220920781396,0.477630924062817,0.324812661420041,0.300959638081636,0.119906122579534,3.59999999733358,2.19999999733358,1.19999999733358,7.89175802952425,8.23001191627633,10.5163755773515,3.80123211909225
473,6.781563943,7.63458831,0.992028339,2.209267714,5.109267714,28.27736265,3.909267714,3.109267714,1.5,69,81,87,98,7.58655446190887,7.47662860991202,7.28527732184613,5.9105894563549,8.24968057290274,8.11752493428417,1277.49591622261,6.21861484381762,5.97827066557639,58.8515599145194,6.36468507338261,6.00582192545182,27.6880531764745,5.00632070832359,2.19647979806811,1412.29623610824,4.955354132258,3.7553541318,2.955354132,1.346086417917,0.51655043546902,0.481065811755815,0.439067865876465,0.0984889607901686,2.89999999925592,1.69999999925592,0.899999999255916,7.32336635906125,7.40591403622448,7.01135155769235,1.67141308912186
474,8.013407178,9.483200507,0.735625024,2.53444351,4.83444351,259.5074301,3.93444351,3.33444351,1.9,502,1144,1595,1674,9.21251990877972,8.95840848106746,8.66723094122341,7.13925805571359,6.7763955136869,6.55415062967356,1389.22148950163,7.11093115890941,6.71530279097644,232.242640193771,7.02521098000724,6.3925389577095,1720.6336468612,7.27388273495225,5.20005610734845,225.828399291868,4.804777989031,3.90477798954,3.304777989696,1.870334479916,0.498526837915745,0.439874246862405,0.373908441709903,0.208542824281618,2.30000000101353,1.40000000101353,0.800000001013528,19.3078614088512,25.7467381149299,25.8484071341898,14.7697796039656
475,4.553083021,6.421814235,0.318096405,3.880713346,6.680713346,233.2436866,5.680713346,4.880713346,3,16,81,158,113,5.65492295083399,5.36771544360413,5.06225126882482,3.94886501663656,2.8511721375195,2.90248117586074,76.3936149568381,3.44680397683724,3.2180606689642,184.642619662117,3.90281482304285,3.30523094158781,82.2976598988091,2.70308956748596,63.5909499348785,0.0181522337358843,5.49322859343,4.49322859339,3.6932285934,1.8125152474,0.532141703937592,0.37663104542754,0.296690707128021,0.068119865205674,2.80000000217986,1.80000000217986,1.00000000217986,3.44867239802846,5.79816124456904,6.4184013450225,1.24307089092612
476,7.225685128,7.51381001,0.830886536,3.924848699,10.8248487,386.0904017,7.524848699,5.724848699,2.7,371,1014,2002,1991,7.51287735796268,7.49933820213647,7.44923688927341,6.71661104199554,6.98778258434043,6.93112020714473,187.534267498275,7.08688244419823,6.93290080843643,976.055523268926,6.30015299406026,5.96286209662752,958.445270274993,6.9466232230006,5.63344761145009,2030.48395788574,10.53752801915,7.23752801852,5.43752801859,2.41267931993,0.638778410116054,0.547417284899344,0.447109439965574,0.269239222840828,6.90000000464675,3.60000000364675,1.80000000364675,21.2531858306948,30.1626427230232,34.6329482983758,20.7977497014646
477,4.351982324,4.816195737,0.620679535,3.769087121,8.869087121,38.57261979,6.669087121,5.269087121,2.6,12,60,156,202,4.79660848867017,4.73945952392795,4.63322521002473,3.85711732274735,3.10124815557808,3.23515183482757,275.097604676361,3.27020858696873,3.17597878352996,14.3486980324081,3.46979106536266,3.18123126750216,1156.92093191403,4.08521103042245,3.01154422069673,1944.8893678096,8.390820143,6.1908201438,4.9857303022,2.31664318079,0.745772256418498,0.500308878399057,0.383732454377959,0.217683481184202,5.10000000113589,2.90000000113589,1.50000000113589,4.08476287601938,6.59952736505097,8.2480164647529,5.33213454334038
478,6.784304153,8.60643392,0.906928103,1.711827024,3.511827024,15.67273397,2.811827024,2.311827024,1.2,35,68,87,115,8.25030574370493,7.93451318215994,7.54899575602975,5.70792531612492,5.30343104911089,5.16182188928008,1043.82727934249,6.4991242130858,6.10904916978783,1897.5172783525,5.90885759842585,5.25581720233612,267.764465593047,5.3592214714931,2.73576004972963,16.9519709367852,3.3792068798,2.67920688084,2.28570153336,1.1738745099,0.487910171072027,0.41989803779368,0.349261293988422,0.123841716045391,1.80000000037836,1.10000000037836,0.600000000378361,4.85464490653208,5.90848912195923,5.57725560890023,2.28016781062487
479,3.190358063,4.441056533,0.400820486,3.161490436,6.361490436,10.97982169,5.161490436,4.261490436,2.2,20,38,31,28,4.09422752132382,3.88000291317849,3.63628782461373,2.60230424580316,1.89799483389672,1.79170219528642,196.001586644804,3.09739764808957,2.89351281221264,219.752730262046,2.27977270226893,1.93425542761479,16.9251302331512,1.58937419788192,5.81460390286398,-0.0122503812164181,5.458492778,4.25849277889,3.3584927788,1.79672833531,0.402708925728525,0.394675007024279,0.291141715315878,0.0548273169788295,3.19999999570724,1.99999999570724,1.09999999570724,2.95929414869776,4.10158298786193,2.71558913691767,0.484221752499379
480,6.182998346,8.066881706,0.673903947,2.158218162,4.158218162,33.10308175,3.458218162,2.858218162,1.6,110,241,459,532,7.57743154089692,7.28240615082901,6.89148877489016,5.32259637870613,5.24155702925254,5.05349326570852,1562.22098275966,4.62064730305059,4.22698930223506,731.36606033011,4.96400050611345,4.30777354739248,1876.9197352614,6.96844251216434,4.90445681270186,1705.60118545959,4.04876515982,3.4183837231,2.8183837238,1.56016556179,0.451868135936801,0.367649433697366,0.308238137491942,0.198967824733305,1.99999999905129,1.29999999905129,0.699999999051294,8.13362644686242,9.84449582620976,11.4131388072507,7.93380302842047
481,4.178901431,4.637316468,0.53725144,4.307324261,9.607324261,66.30843976,7.407324261,5.907324261,3.1,390,605,1051,871,4.61073159587956,4.55063019837687,4.44325544430503,3.76040006480613,3.44308999911098,3.31119332319215,699.825030498324,3.75469931433008,3.58669319123196,319.497465174908,3.7422313058964,3.39847806952861,1007.43969028979,3.89894398873894,2.71825308270305,246.228567968449,9.3251563345,7.1251563349,5.6251563351,2.8178320736,0.481624026626619,0.458811894595132,0.370982407605823,0.19827311961425,5.29999999881097,3.09999999881097,1.59999999881097,16.4317808627057,19.5143437888941,20.8114187030037,10.1235855066179
482,4.927103764,6.665735242,0.383798378,3.501531122,6.101531122,170.7891572,5.101531122,4.401531122,2.7,6,84,74,109,6.02476835805931,5.72489234682418,5.43491629784937,4.30086148497663,3.63895869393277,3.93807557419544,483.360042838606,3.98274479313463,3.63179343277821,20.0739209875729,6.1968657483408,5.92770242890232,227.770999829282,4.90683543876376,3.34784581196973,223.039665421474,5.187801690317,4.187801691,3.48780169063,1.78627056924,0.89207240051815,0.367817860991548,0.443566685750746,0.171799771834605,2.60000000152729,1.60000000152729,0.900000001527292,3.09022944345474,5.76899772929768,6.51907228192069,3.07804595066051
