tree_number,lambda.sim,mu_0.sim,beta.sim,time_decline,time80,final_rich80,time50,time20,time_s20,ntip80,ntip50,ntip20,ntip_s20,mu_f.sim.80,mu_f.sim.50,mu_f.sim.20,mu_f.sim.s20,lambda.fit.80,mu_f.fit.80,beta.fit.80,lambda.fit.50,mu_f.fit.50,beta.fit.50,lambda.fit.20,mu_f.fit.20,beta.fit.20,lambda.fit.s20,mu_f.fit.s20,beta.fit.s20
945,7.994034387,9.538649665,0.731815852,2.487752976,4.787752976,237.8168562,3.887752976,3.287752976,1.9,18,102,121,69,9.25168655050472,8.98419338749349,8.67852489116548,7.16387676445246,3.82363014657458,3.86203663721229,44.0101411847137,9.3556925881262,9.07947697847483,175.780403153475,11.836811392093,11.524489729177,2696.64546313512,8.27422396622142,7.00477111960842,3032.2983567091
946,2.943818446,3.597749954,0.278616767,6.119736852,11.41973685,141.8126898,9.319736852,7.919736852,4.6,464,1267,2222,2246,3.44839379909028,3.32963147590385,3.20171897457354,2.59907756286421,2.38640246156763,2.30006822943048,574.552657196396,2.25111210629631,2.09089128534384,634.411927907505,2.63462082986136,2.37678618974262,226.424449418571,2.64815400446459,1.816605758211,929.910436342371
947,4.928950195,6.460388091,0.535622702,2.687493062,5.187493062,32.36616472,4.287493062,3.587493062,1.9,9,24,53,43,6.05900929072579,5.81039219286798,5.51471026770553,4.12540124384201,2.92486198785114,3.08402977595156,1232.60106875554,2.05269314056438,1.74911546436533,44.8818404077716,4.23790196903582,3.8327028946754,25.19612638495,3.30082528703792,2.27287365087039,3.90845510501181
948,5.135169102,6.073556677,0.614062161,3.041282656,6.241282656,49.36695143,4.941282656,4.141282656,2.2,44,72,74,59,5.94203599184672,5.78135479207703,5.59599435012339,4.50052049964463,4.06899044184032,4.16118815482671,4.25569078849322,3.26071368041395,2.95170858992859,6.25792535524355,4.69483439010444,4.37916498034607,11.0989100640934,3.56563936091541,2.52354286906139,5.39388752581803
949,5.0027228,6.196278678,0.589576257,2.793551971,5.593551971,34.52166522,4.593551971,3.793551971,2,26,69,89,161,5.96724278180569,5.78327561879478,5.53437767278145,4.29067969748377,2.82988654190698,2.76450267896194,32.625528428976,7.05541641556358,6.92747812697696,1540.00912635048,4.62204118762975,4.30061213127011,1583.50439388627,3.93023087236357,1.87255988938947,100.921517033626
950,7.81659937,7.953620579,0.955061596,4.252340187,17.15234019,400.3320096,10.45234019,6.952340187,2.8,141,299,429,346,7.95361996784434,7.95325315771769,7.94322407695455,7.40510808720709,5.3186705919068,5.3115130508882,18.7867032717468,6.95223239385314,6.83195333966379,33.8166445939681,7.17772444716017,6.88280770614306,230.174808734972,7.31172333784527,5.98486115240794,2403.60953782482
951,6.154175767,7.381661341,0.7628199,2.351840715,4.851840715,35.56553345,3.851840715,3.251840715,1.7,19,42,66,32,7.19935775412107,6.99074512441727,6.76384872743391,5.36346361715215,3.13677524475874,3.08889689254573,1370.19454844828,4.7620830025162,4.52690181187881,419.243623511679,5.70327337302168,5.1870271104149,2080.96482340666,4.51439611729745,5.17631601604906,1.94728750585129
952,5.949058915,6.153631473,0.912251325,3.731290772,12.73129077,63.34121326,8.231290772,5.831290772,2.4,45,233,492,511,6.15357586005071,6.15025850942601,6.1235113063215,5.46452589706601,4.81976397954638,4.834063564023,384.183219097773,4.4847326778792,4.38824563244019,424.208588993593,6.30676866609176,6.08410760664569,158.500981378742,5.52944056474364,4.32648732383401,2032.26397389458
953,3.010544006,4.502976325,0.240015674,4.601080194,8.101080194,58.37428516,6.801080194,5.801080194,3.5,29,49,60,65,3.85871293073687,3.62279493081092,3.38402893726452,2.55910070074348,3.23519595699687,3.22644238502308,903.144433008386,3.28672651854877,3.13958119311582,305.116329127963,3.57862400939417,3.37529549950004,24.4345791599986,1.66759102394417,5.42999546197483,-0.0759263606659865
954,4.304518648,5.351592659,0.376066341,4.338050005,7.938050005,199.2322077,6.538050005,5.538050005,3.3,153,407,666,606,5.08118894783322,4.89380339946384,4.68480257002336,3.80450337443399,2.87893280260637,2.74655531196682,165.054141712434,3.01106012637731,2.76224498757133,62.1380315247445,3.47267433201785,3.04579428363644,119.138054829638,3.78101440389928,2.34763617196491,1493.20330834243
955,6.696393283,7.684433719,0.686599217,2.9875192,5.9875192,179.7845849,4.7875192,3.9875192,2.2,36,176,247,235,7.55847855879403,7.39732957166527,7.18716806109737,5.9877452187243,2.89667572454435,2.80707903287985,34.8415457490315,5.3883876949562,5.12566423348649,32.1912215861044,7.18835440238846,6.81565590491276,352.387136330942,5.317943174542,3.58399907254651,36.2150105985476
956,3.950543615,5.470087843,0.257559856,4.973151706,8.373151706,479.1384919,7.173151706,6.173151706,3.9,52,214,350,412,4.83709304337194,4.60784751561798,4.35454782260374,3.46675695959099,4.21200160007567,4.18309852810913,886.608132874818,2.84076102275602,2.650063455196,475.847759466706,2.83875612824669,2.50252451568536,468.830291500263,3.51784172554373,2.4881383140556,1393.49704739038
957,8.022483551,9.26318374,0.769824466,2.611467948,5.111467948,262.8803016,4.111467948,3.411467948,1.9,517,1459,2104,2430,9.08211621981166,8.87218885916018,8.59298681063814,7.11766508451316,6.23563991978373,6.07077956935243,171.891115879477,7.35929268618168,7.02391051638461,1556.08161932576,6.84816106283714,6.27972840799233,802.165487911638,7.62699985307536,5.54338599983956,2377.36820280541
958,3.903640469,4.560466986,0.435433817,4.45018347,8.95018347,84.14227725,7.15018347,5.95018347,3.3,59,224,307,328,4.467896741596,4.35776261322226,4.21865213938894,3.47664525857973,3.11858250572295,3.07146635167117,753.098090962546,3.22872894035129,3.05241516246483,30.3719405916426,2.83385690531606,2.52706945852196,160.656774831134,3.15345274983798,2.02766247570809,64.4414493203472
959,3.954550679,5.462161943,0.383531102,3.356489761,6.256489761,38.13680746,5.156489761,4.356489761,2.5,5,6,8,8,4.96642692903035,4.70624935123568,4.43479891465674,3.36828589535046,3.90286441628122,10.3154267522488,1.91995373084494,2.1455889505303,2.845360432502,5.29021788049237,2.8146085426269,10.3489149722336,0.521594750773515,0.935016080907237,5.45885055388555,-0.0303097075391298
960,5.669718001,6.579437456,0.955469025,2.070782217,4.970782217,11.48101018,3.770782217,2.970782217,1.4,28,53,74,39,6.5224816240557,6.40017715961809,6.19444869590962,4.85259837984525,8.45458560632567,8.54245034528677,390.468789915064,4.95735349384829,4.6714833331522,1763.02063264937,6.21026165908295,5.69832549868534,2154.28618618865,5.79810228823001,4.52219537032402,47.034521617383
961,6.661966311,7.136258276,0.713004932,3.802387129,8.602387129,376.3904589,6.502387129,5.202387129,2.7,760,1509,2272,2552,7.12078058933049,7.06707841638467,6.96146286922589,6.09536915535801,6.73981762266103,6.62578401330901,104.02156364057,6.38431268441761,6.15763488078805,1003.1336165768,6.14704625225917,5.79356999285068,1190.07118331758,5.76149382105038,4.30262134181249,813.942122872148
962,7.552094924,8.377630641,0.959007681,2.416339234,5.416339234,71.57123981,4.116339234,3.316339234,1.7,69,89,116,151,8.33115122790349,8.21593440789191,8.02937889873827,6.73671881781487,7.46125925195206,7.38917302762021,51.6175212940378,4.86930214085197,4.48304605342435,1602.55668787506,5.76773411691204,5.21111359699874,26.8205521038694,6.93519216140153,5.08822246913745,259.495003271403
963,6.926599382,8.369326894,0.796625807,2.206855488,4.406855488,49.48121561,3.506855488,2.906855488,1.6,105,274,410,503,8.11926363248477,7.85714636519614,7.54327909291258,6.0297451507542,3.75713193751423,3.52489357250127,1382.67902413068,5.3733860464748,4.94168698863185,1665.2694639264,6.01188327601597,5.42138373037402,51.999044469351,6.1671600199085,4.01666125676229,416.563926493695
964,7.163511351,8.677780861,0.980142995,1.781202022,3.881202022,20.12537003,3.081202022,2.481202022,1.2,32,41,36,35,8.48445287811643,8.25430244977791,7.91529166991928,6.00105530295111,8.55441364465278,8.57679235360044,266.602274034321,7.10811549525617,6.87426296854187,2255.83654694365,3.90598150434505,3.36754542714841,9.41316100781222,3.56457138245641,93.6683371143566,-0.0221499414568763
965,4.998254932,5.92268087,0.663171312,2.800741686,5.900741686,28.17351714,4.700741686,3.800741686,2,13,7,2,16,5.8043668981375,5.6604704152411,5.44640291420173,4.35052699818211,3.71089195449801,12.5580310837155,0.575557267641314,2.26333619960787,55.9260503419339,0.0727948210793415,0.147868655818913,3.21522963242038e-09,6.12145633159057,2.38206081203256,147.743215912505,0.0140250557382753
966,6.056236052,7.183718467,0.522749007,3.542483912,6.542483912,396.1666519,5.442483912,4.542483912,2.7,894,2099,3633,3270,6.94873963064833,6.76612042005123,6.51524716544417,5.43235462544613,4.90173312301448,4.75104140852941,1032.9348378516,4.92666219388128,4.64014352972773,1132.95671260784,5.67186068945497,5.20095297309972,1280.67010441865,5.16400623016476,3.6875151303223,373.638859790149
967,7.034069925,8.490818029,0.98870506,1.782916658,3.882916658,18.31514976,3.082916658,2.482916658,1.2,27,64,166,131,8.30814802295114,8.08793537943235,7.76167612890546,5.89853419658129,6.00364366672254,5.98329585374915,1665.74793000177,4.35534603691232,3.98881915843126,35.7270509192096,8.17907480513326,7.47132242056395,2315.65255021502,4.61259874781246,230.91799658748,-0.00786981277871643
968,6.272463017,7.136343434,0.888646439,2.376109725,5.376109725,29.8544394,4.176109725,3.376109725,1.6,68,71,106,55,7.07627436577416,6.96185285283234,6.78110545961574,5.41455038413531,6.26701013942834,6.11541567803167,728.132061752306,5.04426749684551,4.70200473199407,101.017567833441,3.52815489501234,2.96782356273278,4.77628997527465,4.98153828792293,3.81254787787366,14.479655619629
969,7.57119259,8.099101889,0.974903097,2.800877317,6.900877317,107.560179,5.100877317,3.900877317,1.9,36,199,173,184,8.08940483829494,8.04302928433572,7.91845737676415,6.82856787782938,7.93025316670745,7.9701702951552,109.584618450855,6.91074787154821,6.55778835489177,1317.81154328327,7.87639568975755,7.52428144325443,1790.78869416174,7.34788537637575,5.73736691778333,172.972506135288
970,5.006061004,6.666177718,0.493302731,2.818064129,5.218064129,47.4794595,4.318064129,3.718064129,2.1,95,169,237,344,6.15805822949658,5.87407657346278,5.6012409218872,4.30039031900575,6.14830351357011,5.98786093690229,1373.53340300729,4.10683477105907,3.7588104292995,809.627558287354,3.98597471176866,3.54262035455366,1515.83494156528,4.7777227624493,3.17886992752316,2104.88812799438
971,4.654870927,6.011484433,0.451122295,3.299948162,6.199948162,68.87074136,5.099948162,4.399948162,2.4,17,65,121,139,5.64480347447565,5.40920189245861,5.18555257136384,3.97550254272314,2.25528735281162,2.23728971651719,64.2406665002114,3.13152061866679,2.96830855339926,10.8424864228616,3.5051001073913,3.11564756192451,1275.7709623929,2.29057749978529,138.733178778948,-0.0036151521714105
972,8.084130598,9.970190292,0.780944452,2.132174485,4.032174485,112.2680676,3.332174485,2.832174485,1.6,54,89,119,146,9.54247804230688,9.23132784321335,8.87838919066939,7.11228612615445,5.22134801276154,5.04689959081398,66.3234621649978,8.86539856658816,8.56986527165167,254.595319178986,6.62655619248726,5.86142923296408,1925.51563747969,6.84327714621688,4.49203872633789,44.2784028850594
973,7.182431869,7.514561974,0.807812766,3.861131407,10.06113141,403.1758359,7.161131407,5.561131407,2.7,519,994,1605,1737,7.51234290526265,7.4914640060987,7.43044191353597,6.66603358210309,5.9005708624001,5.78915285692031,122.793713287041,6.83106835810039,6.6341230945202,990.081776866784,6.80515942777939,6.49371779018173,1207.7334504119,6.35494144611775,4.9406321781798,1962.36451704475
974,6.949537694,7.815572829,0.811016351,2.712581634,5.712581634,100.5138325,4.512581634,3.712581634,1.9,188,426,701,674,7.73956195361427,7.61441374686569,7.43070147644893,6.14162100455973,5.41999730322319,5.26627334148004,345.291432400751,6.10402039668091,5.80104793528286,186.222567563182,6.4835645409687,5.94244441239921,1563.23994714656,6.68587103416429,4.83782663928053,430.885353012497
975,2.252717366,2.410019792,0.352090515,7.751472654,20.85147265,35.49374985,14.85147265,11.25147265,5.3,46,152,212,138,2.40845807712702,2.39710559065822,2.36414785943586,2.03711970913626,2.12781770005577,2.12807597251802,108.051323097878,2.12263929432328,2.03792597064675,443.873422986367,2.28783001925417,2.11550430052808,531.012478867047,2.6745320464661,1.99439301305128,591.824443872502
976,5.275744953,7.156659348,0.370327028,3.608392476,6.108392476,347.1174718,5.208392476,4.508392476,2.8,165,522,827,673,6.41142722222299,6.11664470351348,5.80887271762286,4.61929058964296,3.27431623765469,3.11895888586143,581.109540109353,3.76954335571824,3.41742998738633,1108.56035934623,4.8819030799579,4.35035380553034,1248.14842589716,4.43383787973313,2.96479751165204,781.394620578771
977,6.33010113,7.496934487,0.671607173,2.769774847,5.469774847,97.9051787,4.469774847,3.669774847,2,26,92,123,192,7.30661399350571,7.12440483700177,6.85940382676483,5.54019442292501,2.94578541172797,2.95457483802815,6.06848528740269,5.04607051137256,4.79322427589023,90.3129894518144,5.15131059945205,4.73928676350817,474.506465818152,6.36786300538817,4.58443265446816,1842.42998882539
978,4.091153713,5.08858169,0.396662492,4.108214198,7.708214198,100.1686983,6.308214198,5.308214198,3.1,125,183,264,462,4.84940681672987,4.67181671220651,4.46891300727663,3.60071190847139,4.09692192203782,3.99008449817186,904.927268602948,3.46648288106179,3.2654699509438,105.013652379969,3.03029343211864,2.70066480973429,1104.94504319076,3.37417944472291,2.18382751091241,29.9683963405487
979,5.162078862,6.42970548,0.507435285,3.199979257,6.099979257,90.65529894,4.999979257,4.199979257,2.4,76,216,423,481,6.13870081459307,5.92117858097054,5.66654652323131,4.52736673210374,3.13686774854349,3.04017142514138,1042.78494306121,3.92963918537846,3.67445779281403,1232.08897647057,4.51891730592898,4.09593974071676,1388.48741261788,3.24869174106311,174.144800532061,-0.00751589868153465
980,4.987929538,6.096915177,0.715636008,2.3815699,5.1815699,15.17061904,4.0815699,3.3815699,1.6,18,68,93,71,5.94739666441714,5.76838791495946,5.55475307952946,4.15676511471514,2.38496663686295,2.30183283090504,1237.3409950667,4.81893284351466,4.56574617167865,161.433745264589,4.05461434569389,3.4870929055062,32.3205829313373,4.54788867128402,2.64913435929038,41.3630148729009
981,1.854531897,2.704369151,0.160545925,7.210267622,12.81026762,45.3503844,10.71026762,9.210267622,5.4,14,68,160,142,2.35852519343506,2.21986106230005,2.08793407075945,1.56790630269999,1.2102761702932,1.22088898396825,509.467248067822,0.796556140257095,0.630292263907867,323.536481245085,1.70587000062812,1.49823798654971,255.97374488549,1.48506179950444,0.938625287524939,53.9498380276845
982,7.492032726,9.327728949,0.959661128,1.693897671,3.593897671,21.93398107,2.893897671,2.393897671,1.2,20,62,81,90,9.03129543490775,8.74740542552881,8.39004184913986,6.37892921477678,5.6687020102002,5.6885520167985,1818.73034019934,9.71419010106905,9.41772000755052,2351.08068404791,5.99426150497846,5.20418564375435,51.251763263024,6.53800774206792,4.4034091128707,2530.8041613264
983,7.128285956,8.522315884,0.805940623,2.246430182,4.546430182,60.56093215,3.646430182,3.046430182,1.6,29,59,76,122,8.30392409938064,8.07123927597919,7.79073955458276,6.17520977934666,5.19007332993598,5.15128503763914,1269.51968975657,4.47501222839846,4.12533795876814,1605.71485435442,7.99386352116561,7.69553692033399,155.45447211857,6.33130624176255,4.78964130289227,2903.22075033797
984,4.753792196,4.841383593,0.708980388,5.659215839,25.55921584,99.48177552,15.05921584,9.659215839,3.6,65,268,411,320,4.84138352766789,4.84127187001996,4.83624509287776,4.46423983776731,7.21733246276808,7.2485230630593,134.553705153674,4.9170886214543,4.83763841295853,57.4160889349173,4.85151297956493,4.6814597423727,376.613821993954,4.28419928341739,3.42853526607081,179.525864247273
985,6.46219985,8.165916272,0.925691104,1.692958846,3.692958846,12.02739009,2.892958846,2.392958846,1.2,5,14,25,25,7.89839874989115,7.6049067096293,7.27470323059313,5.47699630213678,4.64580214199846,17.136164756831,1.50496624789278,6.17320810445632,6.38013633220524,30.6371865252584,3.1791211101784,2.68349380486224,16.9865087751359,6.77961464962823,5.77063321870408,4971.66884616508
986,6.833277113,8.807518971,0.576862157,2.592337375,4.692337375,167.044285,3.992337375,3.392337375,2,185,473,738,840,8.21963523252982,7.92715738649841,7.56306764623768,6.02910160943848,6.2189010502743,6.05428067715893,38.8516171582904,6.42017572936006,6.08361175224472,1566.45327954237,5.88324509356443,5.30388380581581,1662.38733454033,6.4240364167049,4.42922875060525,2173.78748063791
987,4.814336951,5.654307315,0.744611468,2.560807029,5.760807029,14.95624964,4.460807029,3.660807029,1.7,8,9,33,30,5.57678158264759,5.45020838648397,5.28401453337882,4.05977875998974,3.6003623899895,11.1208417735125,0.835021161480018,3.20652841683127,3.40702739082559,1970.14418555835,3.95109353359056,3.46845795104385,265.519885355806,2.12658620235783,7.38039523737713,-0.0803184790281687
988,1.813695915,2.154789825,0.186403996,9.888686241,19.08868624,115.2969679,15.48868624,12.88868624,7.4,205,660,1060,1229,2.09340018598358,2.03469334006333,1.95980029780035,1.6123599044399,1.2750230741938,1.23447736773637,344.381288355439,1.43607842729139,1.33685401338628,170.996131192044,1.60403621865592,1.44366953322765,59.1027662953302,1.66933901670573,1.11546617065683,21.1795840332011
989,7.647982048,9.286915539,0.656778222,2.641014426,4.841014426,300.9096501,4.041014426,3.441014426,2,69,208,600,610,8.90050943094497,8.63343582702062,8.31780525207609,6.79001535978815,3.2397363122489,3.09617496004748,1308.9504288811,4.42741669471073,4.14542011195224,709.614899015604,6.4122850007243,5.83441913744258,580.896974957411,6.86218487223586,4.82490053822238,69.8239031891961
990,3.082674303,3.818610194,0.322953304,5.098256569,9.798256569,65.6170359,7.998256569,6.698256569,3.8,132,374,739,681,3.65731075946662,3.53014384824666,3.37964605498644,2.69935441919292,3.33844848440736,3.28361472296781,699.255529141767,2.42354003350041,2.24855033303143,753.728639609236,2.86343361632811,2.56645114574243,847.910661926743,1.90416975472915,84.6738863662973,-0.00542125468877926
991,5.443707568,7.126489384,0.490290877,2.943906449,5.343906449,93.65577481,4.443906449,3.843906449,2.2,185,512,700,732,6.60769613472994,6.31993830521227,6.0440832372495,4.70307169688323,3.84174613996857,3.65353039168398,1192.37270950685,4.29154438000326,3.91415527374938,1304.70901376734,4.49776690721671,3.94093968621136,401.17388453714,3.11190281542981,175.685587114112,-0.00590194582097798
992,8.424184753,9.927338432,0.855672917,2.206131593,4.306131593,136.935015,3.506131593,2.906131593,1.6,98,140,201,179,9.67810062050788,9.43313569068573,9.10154092817445,7.40240236628311,8.65050999926658,8.49971268900026,121.432815924638,7.3236910912273,7.01483156223041,374.259135831441,6.8244617765767,6.17726379838131,2009.95091974396,9.37807062702994,7.67197350032818,78.4553793041252
993,4.539300295,5.313575007,0.741826261,2.596421172,6.096421172,12.17405436,4.696421172,3.696421172,1.8,3,21,38,75,5.25585898437073,5.15051935123885,4.97119616473273,3.91566593775387,0.797759455105782,10.0476426814573,0.124264039665173,6.82400581681351,7.01925214848053,32.0320624721096,3.27254558303483,3.06352855787374,6.0381609912814,3.47603871429347,2.05718299850746,348.409507551532
994,3.116742094,4.165669801,0.309260171,4.459380149,8.359380149,44.30303492,6.859380149,5.859380149,3.3,48,103,164,160,3.85166476502888,3.6663237819446,3.48535240274913,2.66438914434564,1.698965386841,1.57867495710617,72.6443903402087,2.40817402975102,2.22485108664226,935.832568928266,2.64077085405353,2.35273346736784,1047.1222293808,3.29690564250649,2.28804458119106,1487.72457742073
995,5.320764295,7.139672867,0.701203091,1.950120214,3.950120214,11.37618307,3.250120214,2.650120214,1.3,3,7,19,26,6.69221350005973,6.40866231317779,6.02629950365247,4.27027289175451,0.293264772635233,0.110377070139871,10.1428698927254,0.813203325151492,0.516958564531681,101.591304188654,2.60976457809428,2.2781565999943,11.262808782576,2.2655747580032,9.20095601202961,3.4183057581332e-07
996,6.242767999,7.716533414,0.754744853,2.193515577,4.493515577,30.85185357,3.593515577,2.993515577,1.6,11,23,43,23,7.45679818843576,7.20422177150605,6.91077817038642,5.40993599752621,3.91889544180743,4.37410849309245,11.4467944491278,3.08782172395515,2.82407193842754,48.8272136783725,5.30678515652911,4.82497246839775,2250.53832296963,5.48177899182507,4.40158016927131,222.921518276682
997,4.903696736,6.890517131,0.324643868,3.830691689,6.430691689,359.4284403,5.530691689,4.830691689,3,104,443,463,492,6.03627319473464,5.74639116747316,5.45447371740983,4.28868845817013,2.04105139700434,1.87306718127931,930.602860518362,5.0277898276525,4.70443902313585,72.544525880735,3.89138856992764,3.38994733171984,925.074231189961,4.70813124622812,3.13508236354945,315.464744745541
998,7.072470253,8.863394691,0.651197233,2.455781175,4.555781175,128.1450343,3.755781175,3.255781175,1.8,81,243,287,200,8.40717566112279,8.09528633689392,7.79967261844928,6.11841186135651,4.02984138701163,3.82166541529712,127.656259480598,6.1638668523744,5.78128220481934,27.7182208778239,5.5719249602207,4.85098533415611,1605.56626215547,3.78454977149399,276.99688960831,-0.00710638176357089
999,2.889318923,4.615139021,0.155090545,6.342357205,10.2423572,434.7099202,8.842357205,7.742357205,5,842,2209,3557,3425,3.67257437209017,3.44400094188408,3.22615078724174,2.48988939565444,0.735647267572511,50.702938243231,-0.00177210565233474,2.19001300455382,1.9646776651859,32.5369146647101,2.40443522480772,2.07669425515178,676.492268012808,2.73116049557324,1.86991977537224,206.784157337223
1000,8.219400393,9.959149049,0.970669769,1.797471225,3.697471225,41.72814086,2.997471225,2.497471225,1.3,186,540,923,1012,9.68402464591611,9.41637549326475,9.07729453434851,7.13947601905633,7.27859257820342,7.03120964197461,1789.37205986732,7.04487603165894,6.58741701969976,2014.56453784023,7.58466853621492,6.83036912097008,844.093561184066,7.31573907785845,4.43879480741936,2883.91016128017
1001,3.623946224,4.804995435,0.358350234,3.915869881,7.315869881,48.35590725,6.015869881,5.115869881,2.9,39,93,102,103,4.45575252838932,4.24852002003347,4.03672776399318,3.10531472840853,2.26115546189285,2.16231917914165,865.97628154301,2.97512174698217,2.71732226496539,139.878335985117,2.79897373494819,2.45591125002266,21.6548354931972,3.07413675263229,1.96319662241351,88.3155887782811
1002,2.274939342,2.458137807,0.277659695,9.351696806,21.75169681,130.4004589,16.25169681,12.85169681,6.7,258,918,1428,1191,2.45228108623088,2.43116799480245,2.38881588875758,2.07559544527538,1.59191439953424,1.54718985439923,315.13931453574,2.10257795941113,2.01886642883012,81.757588630335,2.04170724597437,1.88380839659214,462.108336604537,1.98219628515129,1.46480528896508,686.242360177401
1003,7.676947558,9.35265237,0.628336513,2.736473345,4.936473345,412.7872732,4.136473345,3.536473345,2.1,267,637,923,783,8.93206644026183,8.65737002123854,8.33899530365782,6.85299592180762,8.5359510805255,8.36671160308636,1467.24529925482,6.3591572425318,5.95535814127597,1534.85296075956,7.01787038201361,6.44721073057057,1737.45528572802,6.82835246294928,4.94834940790055,2244.1555478096
1004,8.703470806,9.597959963,0.934067271,2.540559061,5.440559061,229.4946381,4.240559061,3.440559061,1.8,64,128,379,526,9.53837175535454,9.41516987736862,9.21205457207308,7.81151161754985,7.58359963931494,7.54677528738896,44.5354941752138,7.82210877311089,7.64400041525617,1687.2385871232,7.33009337306237,6.86625025384258,1107.46639008354,7.99198582628428,6.03140114795923,318.238360433271
1005,5.280945946,6.72825773,0.4721269,3.254651104,5.954651104,129.7364039,4.954651104,4.254651104,2.4,96,103,116,134,6.32372989734623,6.07963746235528,5.82560647504643,4.56154387113291,5.17781386518347,5.08200591757956,26.3010422018099,4.37750686282475,4.142652114042,628.635989335143,4.40007959571372,4.06079430918808,147.927052083506,3.84550875186632,2.64689053748971,25.6340350365451
1006,4.616417338,4.84575391,0.715571065,4.263262719,12.76326272,47.66584531,8.763262719,6.463262719,2.8,7,58,31,56,4.84523038127516,4.83659139337851,4.79824418956748,4.19230840770985,5.86527470799899,6.35720898765726,1436.97653609995,5.92145552747852,5.90578440608317,585.177658929338,4.10852198233741,4.0889007326133,1093.03352642057,3.67502539679201,2.8921033638526,241.736491870869
1007,4.407847831,6.051617863,0.454929553,2.864912247,5.464912247,29.08966588,4.464912247,3.764912247,2.1,35,93,103,96,5.54794305130704,5.2577949555171,4.96011468777196,3.72370152866106,3.42177561751156,3.33073925094717,21.2564356664739,3.67039666638384,3.23491750206738,21.6670866820714,4.03808894498126,3.47870404644203,1491.39449143372,3.48221823522521,1.54478423707255,16.9079292817809
1008,7.418211707,9.207804962,0.850732527,1.925473724,3.825473724,39.03819395,3.125473724,2.625473724,1.4,89,141,235,255,8.85236660341988,8.56305369521892,8.2212383240814,6.40946617143611,5.92518215050506,5.68863097618701,1776.23295868655,5.88818200662577,5.5261743293155,2122.75961363105,5.56398653423623,4.77657169265426,2209.89802852961,4.53815268973194,177.374955241446,-0.015068820846521
1009,6.849772727,8.649761549,0.569065553,2.758471835,4.958471835,235.6203417,4.158471835,3.558471835,2.1,74,199,371,302,8.13505778679769,7.83829435599761,7.50805055248666,6.03154313275111,7.22991282262357,7.14997066628777,1388.6201036829,5.97958725129711,5.70477450020987,28.0702863763319,6.20141090790262,5.61804657707137,903.103962681817,6.05827564519613,4.48846443963073,38.8070976340579
1010,4.089599041,5.57006804,0.468115057,2.830603974,5.530603974,18.84508879,4.530603974,3.730603974,2,70,196,288,231,5.15176608431535,4.90204770762995,4.59859777955392,3.38602633083256,2.25821335620635,2.10230396459084,10.3427627768124,3.5571374918616,3.25421394575693,1274.30061383984,3.36370034030093,2.79411270702456,243.671057324657,5.26573126169986,3.88093531127491,2290.80306703596
1011,3.921651934,4.375018238,0.640537165,3.539163182,8.639163182,18.32868305,6.439163182,5.039163182,2.4,10,31,26,21,4.35773113253243,4.30426893832427,4.20156731949616,3.43455103950262,2.94455090309974,3.26544370432716,101.277059005493,3.0819451259227,3.08193558373244,7.52180827404929,4.8463105448659,4.83887847687047,2126.58581147954,2.72515046150908,102.951379769631,0.0256212907168686
1012,7.348633483,9.20208805,0.640360394,2.502308391,4.502308391,186.4987969,3.802308391,3.202308391,1.9,82,198,385,375,8.68712985424826,8.39588309250911,8.01820594587019,6.47633245660482,5.24527231720868,5.06780277295192,141.894003942195,6.06538860358197,5.72102655861193,184.408589827758,6.7052149594018,6.07678430610525,1783.68934310732,6.06645502089339,3.73516488504445,32.5881155046473
1013,4.849297899,6.772329686,0.386531563,3.257022895,5.757022895,107.0049112,4.857022895,4.157022895,2.5,94,210,353,502,6.04065985040988,5.73624125774593,5.41431398659298,4.19561234777751,4.375280938935,4.2465283338186,1199.33406691441,3.76374050615727,3.48727813117962,1318.80816787216,4.06790356175446,3.63216986072874,566.410904087716,4.4451798985868,2.96834395454907,162.333442099552
1014,5.943502662,7.644577082,0.83265104,1.804761397,3.804761397,11.68815718,3.004761397,2.504761397,1.2,28,32,36,22,7.32284689583675,7.01827419751707,6.69486428958314,4.82999083208888,5.06141747459986,4.95336138801875,81.2875285182434,4.00954956668899,3.57585428314827,51.5786339535826,4.01643111370398,3.37142321619665,33.5194283668744,6.28058638584766,5.37714464839543,30.1371543011759
1015,5.126641202,6.444184503,0.406410739,3.905923435,6.905923435,350.2938017,5.805923435,4.905923435,3,401,1007,1307,1351,6.05490720852301,5.83547342069886,5.56665251613656,4.54020555486681,4.50229496088,4.37481533027621,619.370937670859,4.91189102058671,4.62077052749216,140.108013109718,4.58615737678034,4.14868763722655,1151.84626953191,5.01199333571804,3.75993068256259,299.449970610139
1016,5.762327829,7.263008335,0.465637126,3.386489929,6.086489929,294.0263964,5.086489929,4.386489929,2.6,258,723,1169,1175,6.83614934895351,6.58300966571432,6.32097860985379,5.09862045596461,5.16341091204947,5.02621889927892,1109.87716779964,4.88833498789888,4.59944788143146,1212.12707426341,5.01481028875763,4.54411996323969,1302.26799915356,5.14641002209348,3.65488711145543,1351.95502111193
