tree.number,lambda.init.sim.80,lambda.final.sim.80,alpha.sim.80,mu.sim.80,lambda.init.fit.80,lambda.final.fit.80,bamm.lambda.final.sim80,alpha.fit.80,mu.fit.80,bamm.mu.80,netdiv.sim.80,netdiv.fit.80,bamm.netdiv.80,ntip.80,lambda.init.sim.50,lambda.final.sim.50,alpha.sim.50,mu.sim.50,lambda.init.fit.50,lambda.final.fit.50,bamm.lambda.final.50,alpha.fit.50,mu.fit.50,bamm.fit.50,netdiv.sim.50,netdiv.fit.50,bamm.netdiv.50,ntip.50,lambda.init.sim.20,lambda.final.sim.20,alpha.sim.20,mu.sim.20,lambda.init.fit.20,lambda.final.fit.20,bamm.lamda.final.20,alpha.fit.20,mu.fit.20,bamm.mu.20,netdiv.sim.20,netdiv.fit.20,bamm.netdiv.20,ntip.20,lambda.init.sim.s20,lambda.final.sim.s20,alpha.sim.s20,mu.sim.s20,lambda.init.fit.s20,lambda.final.fit.s20,bamm.lambda.final.s20,alpha.fit.s20,mu.fit.s20,bamm.mu.s20,netdiv.sim.s20,netdiv.fit.s20,bamm.netdiv.s20,ntip.s20,time.80,time.50,time.20,time.s20,decline.length.80,decline.length.50,decline.length.20,gamma.80,gamma.50,gamma.20,gamma.s20,cga.80,cga.50,cga.20,cga.s20,gamma.orig.80,gamma.orig.50,gamma.orig.20,gamma.orig.s20
625,6.188145,0.05446915607,0.6661698,0.6847678,5.28011936298117,0.11269326893427,0.1123090828,0.553495645916715,0.783400282554501,0.5353598086,-0.6302986439,-0.6534440638,-0.4230507258,51,6.188145,0.1581440423,0.6661698,0.6847678,5.07888301263446,0.132007339742924,0.125188276,0.682185769128972,0.415668706490255,0.155356827,-0.5266237577,-0.2590764423,-0.030168551,131,6.188145,0.3078695265,0.6661698,0.6847678,5.07789628135857,0.225848232043813,0.2369148469,0.715512513127271,0.268273049513573,0.09704317177,-0.3768982735,-0.005931893782,0.1398716751,199,6.188145,1.25085566,0.6661698,0.6847678,3.38362071420128,0.00113947449578443,0.0188,0.437686562716563,0.302883747238071,0.3070816183,0.5660878597,-0.2320474913,-0.2883145147,11,7.104429,5.504429,4.504429,2.4,3.8,2.2,1.2,-0.4997882693,-0.4244072673,-0.3466450813,-0.9273234063,6.9504327951,5.3504327956,4.35043279578,18.2690882608,-6.05961072772994,-8.34907369342138,-8.42711232394123,-1.32825818519455
626,4.668324,0.01076918628,0.7441332,0.4446801,1.79066850090566,9.78100844225973e-05,0.06604758231,1.2068073227839,0.000125123891046728,0.3099096351,-0.4339109137,-0.1408849946,-0.2438620528,8,4.668324,0.0553558295,0.7441332,0.4446801,1.71414833192815,0.0613760539002141,0.134832797,0.561200351862166,0.125738139769279,0.18931813,-0.3893242705,-0.0523597922,-0.054485333,22,4.668324,0.1456425212,0.7441332,0.4446801,3.06408201200958,0.285965430003556,0.3275317816,0.511890046583299,0.567946269481946,0.2428039364,-0.2990375788,-0.2715952464,0.08472784524,38,4.668324,0.978358023,0.7441332,0.4446801,1.62580047058133,0.0540311054254959,0.1258154216,0.564254135384894,0.0923921229073625,0.1774547735,0.533677923,-0.263294328,-0.05163935193,22,8.15965,5.95965,4.65965,2.1,5,2.8,1.5,-0.8313797469,-0.4528652447,-0.2545003874,-0.4671922576,8.1330894357,5.9330894364,4.6330894364,6.0330894364,-3.52724554064924,-3.50787910153423,-2.64484560963402,0.614676030323961
627,6.263468,0.0005457294917,0.8620547,0.2707419,5.52072977959665,0.00423078172043164,0.007170461262,0.673622946837875,0.443467708411394,0.3823759709,-0.2701961705,-0.4357299457,-0.3752055096,80,6.263468,0.01023034627,0.8620547,0.2707419,4.73828797109627,0.00770800734356982,0.010753096,0.885716760774588,0.184620424545123,0.139475626,-0.2605115537,-0.1691749006,-0.128722529,180,6.263468,0.05736691984,0.8620547,0.2707419,4.52330372856724,0.0408926107179291,0.04636746376,0.896443224300706,0.0914308115257288,0.05257022916,-0.2133749802,-0.03725546737,-0.006202765401,309,6.263468,0.7912057315,0.8620547,0.2707419,4.99413123697285,0.00196480600342445,0.00670283589,0.950414015931374,0.173351649619289,0.171721763,0.5204638315,-0.18945296,-0.1650189271,139,10.844,7.443995,5.443995,2.4,7.200005,3.8,1.8,-0.8677862631,-0.713692622,-0.5670286296,-0.7907562151,10.64969444819,7.24968945267,5.2496894527,8.24969445267,-13.2745772673083,-16.4923231460128,-17.2081745388226,-6.26516270130788
628,0.4569074,0.0009340900274,0.0619015,0.007338534,0.48485257510489,0.000973421587463976,0.001149307137,0.0621509477995104,0.0101464408052989,0.0131643316,-0.006404443973,-0.009172171571,-0.01201502446,891,0.4569074,0.0009340911838,0.0619015,0.007338534,0.484851973027002,0.000973421587463976,0.001130595,0.0621509477995104,0.0101464408052989,0.012894851,-0.006404442816,-0.009172171571,-0.011764255,891,0.4569074,0.0009340911838,0.0619015,0.007338534,0.484851973027002,0.000973421587463976,0.001146030405,0.0621509477995104,0.0101464408052989,0.01312442208,-0.006404442816,-0.009172171571,-0.01197839167,891,0.4569074,0.03210161674,0.0619015,0.007338534,0.587690501239714,0.0137194266197761,0.01379910865,0.0658836863177021,0.0206493497980326,0.02027055773,0.02476308274,-0.009659630582,-0.006471449081,1036,100.0406,100.04058,100.04058,42.9,33.30002,33.3,33.3,-0.6629533973,-0.6629532912,-0.6629532912,-0.4040631761,99.930622142,99.930602162,99.930602162,57.030622162,-34.2369058325852,-34.2369003533781,-34.2369003533781,-15.8906083007975
629,4.328829,0.1723158253,0.3125162,0.7485619,4.44770884049536,0.171490160179453,0.1625489496,0.317187676050667,0.753275932199929,0.7171131331,-0.5762460747,-0.5817694631,-0.5545641835,831,4.328829,0.3024321323,0.3125162,0.7485619,4.5856903926747,0.282647085496475,0.261038983,0.329216827007,0.72833521549799,0.646969296,-0.4461297677,-0.4446855387,-0.385930313,2118,4.328829,0.4540139645,0.3125162,0.7485619,4.62810368100343,0.440294080714839,0.3992320675,0.328371577659762,0.75763103872118,0.6054542903,-0.2945479355,-0.3170664211,-0.2062222228,3353,4.328829,1.129163854,0.3125162,0.7485619,2.43637614817107,0.0537121049710038,0.1228294103,0.648207213167573,0.296152584171417,0.3335637471,0.380601954,-0.6784043814,-0.2107343368,32,10.31538,8.515384,7.215384,4.3,4.699996,2.9,1.6,-0.3603246428,-0.2303322564,-0.1442282546,-0.4531954432,10.264013173176,8.464017174776,7.164017174976,5.88489075264,-17.9693288806177,-18.3515698552958,-14.4609954430282,-6.1408825703973
630,9.922113,0.2922650748,0.7581518,1.549357,10.6212424394967,0.316144664260077,0.2606674426,0.758807268859024,1.70947929447972,1.450904234,-1.257091925,-1.393065333,-1.190236791,610,9.922113,0.5360259751,0.7581518,1.549357,10.2031560667533,0.513298734405189,0.386145812,0.780268559721407,1.57236107926555,1.024478216,-1.013331025,-1.059825769,-0.638332405,1495,9.922113,0.8447778564,0.7581518,1.549357,10.0941758451695,0.827255785596577,0.5984389014,0.774131063415456,1.59624994334516,0.6074451616,-0.7045791436,-0.7677438829,-0.009006260228,2465,9.922113,2.534744043,0.7581518,1.549357,6.57303179480974,0.177372144860223,0.1598406195,1.01618918281593,0.822495718728917,0.1976402762,0.9853870428,-0.7446426766,-0.03779965676,116,4.64928,3.84928,3.24928,1.8,2.2,1.4,0.8,-0.4364390033,-0.2809938123,-0.181469788,-0.4507890914,4.631494077084,3.831494077924,3.23149407792209,3.554929030739,-18.6395735633258,-18.8056040463265,-15.599014617823,-3.92667811684067
631,6.41156,0.1038070366,0.6975034,0.9021622,5.63543622788791,0.0730882866597711,0.09309092012,0.751249786754209,0.675869209653391,0.3135049819,-0.7983551634,-0.5665286167,-0.2204140618,34,6.41156,0.239735885,0.6975034,0.9021622,6.23319667036796,0.269188454775321,0.221010207,0.685491722618946,0.948760516131585,0.288641514,-0.662426315,-0.6396252629,-0.067631307,68,6.41156,0.4491203529,0.6975034,0.9021622,4.7019902367731,0.292891934569534,0.3533849661,0.753530044672448,0.376992263325832,0.1371060004,-0.4530418471,-0.06269982987,0.2162789657,99,6.41156,1.588985578,0.6975034,0.9021622,4.22437350819078,0.896531336839385,0.5814626686,0.310789941316043,1.97733639240916,0.6096039405,0.6868233775,-1.652155952,-0.02814127196,14,5.911547,4.711547,3.811547,2,3.1,1.9,1,-0.5662177307,-0.34742588,-0.3093267213,0.06915256388,5.7839107543,4.5839107549,3.6839107549,4.98759063137,-5.547778094234,-4.88871546823397,-5.27671857933231,-1.35192060946772
632,6.208575,0.003087587305,0.6672313,0.3083655,6.22386084115916,0.00256905241717423,0.003258065345,0.690165682826405,0.297953148762858,0.2924215668,-0.3052779127,-0.2955039877,-0.2891635015,452,6.208575,0.02442988086,0.6672313,0.3083655,6.16393833857557,0.0249663707017241,0.022425515,0.672566506479031,0.314163266625003,0.263317342,-0.2839356191,-0.2884260726,-0.240891827,1160,6.208575,0.08679477974,0.6672313,0.3083655,5.85591044391761,0.0976702876096325,0.08201159181,0.650716662901629,0.314237327763227,0.165387141,-0.2215707203,-0.2152126094,-0.08337554922,1898,6.208575,0.7340275192,0.6672313,0.3083655,6.06791691009154,0.0274333551978453,0.02458492594,0.667292231098393,0.312737295536407,0.2565035028,0.4256620192,-0.2924133238,-0.2319185768,1192,11.39979,8.29979,6.39979,3.2,6.9,3.8,1.9,-0.8110708228,-0.6325021743,-0.4557095043,-0.6206901335,11.290924454,8.190924455,6.2909244556,8.090924455,-29.8006449164368,-37.2800880874187,-34.3690778810125,-13.8482291241875
633,6.728591,0.0003960812441,0.8502015,0.2535086,6.46138444039743,0.00655224694570594,0.001394674544,0.607276273007503,0.571566920118886,0.3079190384,-0.2531125188,-0.5644026966,-0.3065243639,172,6.728591,0.008453596936,0.8502015,0.2535086,5.77210455380679,0.00572532599957524,0.006554872,0.892145128342794,0.209716630927971,0.165587772,-0.2450550031,-0.2036607703,-0.1590329,414,6.728591,0.05040120954,0.8502015,0.2535086,5.37895113217795,0.0533789745801192,0.04499114359,0.816144166695034,0.237967543448811,0.0845072923,-0.2031073905,-0.181565764,-0.03951614871,672,6.728591,0.7377441909,0.8502015,0.2535086,5.89534164961724,0.00295270341464477,0.004216559437,0.868282683961668,0.251829377676256,0.2238292166,0.4842355909,-0.2415458806,-0.2196126572,319,11.45641,7.856407,5.756407,2.6,7.600003,4,1.9,-0.8976939703,-0.7379644312,-0.5453554125,-0.7870594006,11.351984515,7.751981514,5.6519815145,8.751984515,-20.272784140188,-25.9444617613189,-24.4499320498407,-8.6591056313727
634,7.174267,0.4717175145,0.6925018,1.884436,1.77102860872198,0.291186329985858,0.4761849403,0.612157961928665,1.04078710935241e-05,0.897723241,-1.412718485,-1.237844726,-0.4215383007,3,7.174267,0.8208839605,0.6925018,1.884436,5.14146770436782,0.61460530765396,0.655169582,0.763627273965931,1.91925850626115,0.548636935,-1.06355204,0.1860031754,0.106532647,8,7.174267,1.160530678,0.6925018,1.884436,2.34155030952351,0.219138222266534,0.6113267883,0.941230239571741,0.212457395984702,0.356,-0.7239053223,0.2146089159,0.2557678651,13,7.174267,2.916103351,0.6925018,1.884436,2.34155030952351,0.219138222266534,0.6283513102,0.941230239571741,0.212457395984702,0.3518064742,1.031667351,-1.037816673,0.276544836,13,3.930496,3.130496,2.630496,1.3,2,1.2,0.7,0.1885663259,-0.1775203169,-0.3397903779,-0.3397903779,2.9491610539,2.781610414,2.516776164,2.516776164,0.326606456999851,-0.753154919333813,-1.95194711248752,2.03154023005273
635,5.742898,4.25e-17,0.7489963,0.03623346,1.1858126385852,3.07488744671221e-06,0.000347,0.245152493033603,0.0583033171476602,0.1478548931,-0.03623346,-0.05819964764,-0.1475082426,129,5.742898,7.22e-09,0.7489963,0.03623346,4.11396283112175,1.13521378973366e-05,0.000153,0.471159994258457,0.127723133661297,0.05226695,-0.03623345278,-0.127753944,-0.052113567,376,5.742898,0.0001221642596,0.7489963,0.03623346,4.81939292356096,0.000454869790934634,0.0003482046405,0.654158978546051,0.0996568144355762,0.02562535901,-0.03611129574,-0.08261597494,-0.02527715437,626,5.742898,0.2870722826,0.7489963,0.03623346,3.17919060305003,0.0285696810600328,0.03713809099,0.664726427290273,0.12014444749285,0.1023247408,0.2508388226,-0.1635119437,-0.06518664983,121,52.66337,27.363366,14.363366,4,45.900004,20.6,7.6,-0.9756696576,-0.9340297248,-0.8400039513,-0.5753864333,52.468039021,27.16803502679,14.16803503179,7.0886844119,-19.0443119586532,-31.2865104025838,-36.3441278181527,-13.2907237926937
636,9.697149,0.1709571683,0.7878365,1.225378,9.3748779203135,0.0896357014460872,0.08266453603,0.918722917451572,0.914882740718322,0.7441074807,-1.054420832,-0.8231759835,-0.6614429447,289,9.697149,0.3758723336,0.7878365,1.225378,8.45064803426177,0.328589333425755,0.247040354,0.799522362776993,0.987382551190315,0.473015909,-0.8495056664,-0.6567076786,-0.225975556,806,9.697149,0.6524503847,0.7878365,1.225378,8.0842398309072,0.613251111029428,0.4639508807,0.76720654998835,0.994082143002464,0.1529215967,-0.5729276153,-0.3772588427,0.311029284,1285,9.697149,2.006032568,0.7878365,1.225378,8.61885611471217,0.198976111383696,0.1512865974,0.819030196931549,0.773750241004981,0.4229187028,0.7806545682,-0.5813764644,-0.2716321054,1036,5.12565,4.12565,3.42565,2,2.5,1.5,0.8,-0.5855429471,-0.3348968379,-0.2211410051,-0.4139167618,5.0614119299,4.0614119312,3.3614119309,4.601201388472,-17.1814704668209,-16.4474925635499,-13.7196563953188,-6.34345754332105
637,5.406151,0.02118376058,0.5476109,0.4305643,4.11303995706006,0.0111353143366111,0.02704694218,0.587800816108198,0.284666179493488,0.4015882475,-0.4093805394,-0.2733434585,-0.3745413053,110,5.406151,0.07464485429,0.5476109,0.4305643,4.96000911445504,0.114226488000192,0.103547986,0.486108904846524,0.580132689316411,0.479015129,-0.3559194457,-0.4646109498,-0.375467143,276,5.406151,0.1792746577,0.5476109,0.4305643,1.40432639498655,0.178223263414366,0.1610878552,0.335246935351631,2.80299033053292e-06,0.2332075508,-0.2512896423,-0.2518518001,-0.0721196956,460,5.406151,0.8872942721,0.5476109,0.4305643,7.45370441448372,1.36465856074873,0.9179795566,0.560265984046966,2.50335040246925,0.5267096418,0.4567299721,-1.003073729,0.3912699149,85,10.12043,7.820427,6.220427,3.3,5.500003,3.2,1.6,-0.6727452314,-0.4451204259,-0.3407772876,-0.03629352803,10.05748204338,7.75747904518,6.15747904538,3.03035867837,-12.1094141650947,-12.7618440325394,-12.6317641460617,-4.20759174153109
638,5.363971,1.96e-07,0.9771159,0.1275949,4.60570037443962,0.00664967623693044,0.00793,0.377613054750893,0.564965768663875,0.3852669248,-0.127594704,-0.5279753193,-0.3773395414,27,5.363971,0.0002225967746,0.9771159,0.1275949,5.4051971252513,0.000962648820260285,0.004535394094,0.853031527172242,0.245031993418878,0.2609426735,-0.1273723032,-0.2372103944,-0.2564072794,78,5.363971,0.008272489572,0.9771159,0.1275949,5.93613855668647,0.0168691937363221,0.02259398198,0.913206500952737,0.315440353686497,0.2132029124,-0.1193224104,-0.2835351137,-0.1906089304,126,5.363971,0.5668491778,0.9771159,0.1275949,4.32086761514753,0.000127073068621446,0.00507,0.694659979940121,0.228297438572207,0.3037425343,0.4392542778,-0.03450330592,-0.2986712738,44,17.52616,10.326158,6.626158,2.3,13.700002,6.5,2.8,-0.9269555962,-0.86026256,-0.6828480571,-0.9057702784,17.32059254183,10.12059054283,6.42059054283,15.02059253983,-8.02767094527384,-12.9896797977916,-13.1702963701463,-4.59403683080833
639,7.080468,0.02537476707,0.7715123,0.6000158,7.26547454067775,0.0417189886795317,0.04230185949,0.713090402723797,0.7646848887407,0.7240992796,-0.5746410329,-0.7228510046,-0.6817974202,324,7.080468,0.09419114432,0.7715123,0.6000158,6.96881857525573,0.0994455725967745,0.08371697805,0.767626329733928,0.658943572071192,0.5043014144,-0.5058246557,-0.5580843565,-0.4205844363,785,7.080468,0.2200796878,0.7715123,0.6000158,6.97193762829859,0.214446634312058,0.1657089898,0.784845841560954,0.640146865950272,0.259740517,-0.3799361122,-0.4237056092,-0.09403152725,1255,7.080468,1.200648368,0.7715123,0.6000158,7.03590511679007,0.166798845721193,0.1328902146,0.758100090703764,0.698485164027322,0.446214895,0.6006325676,-0.5467761906,-0.3133246803,1049,7.299093,5.599093,4.499093,2.3,4.1,2.4,1.3,-0.6919759936,-0.5145232561,-0.3851230903,-0.4294850889,7.23601451335,5.53601451378,4.43601451378,4.93601451378,-21.5069879173633,-24.9371327806919,-23.6121601779276,-10.6851748070973
640,4.507535,4.58e-21,0.714544,0.02727009,2.10686147385652,0.000148541215846677,0.00073,0.141672144045752,0.179260126206194,0.1264729091,-0.02727009,-0.1787679883,-0.1257429127,46,4.507535,1.22e-10,0.714544,0.02727009,2.37900841830276,4.49905378939185e-07,0.000505,0.456951685732631,0.048156115788117,0.12190812,-0.02727008988,-0.04824707827,-0.121402756,115,4.507535,2.66e-05,0.714544,0.02727009,4.08769497758306,0.00135084026008341,0.001207205208,0.480554678774954,0.191785616297818,0.1323824216,-0.02724344852,-0.1805158987,-0.1311752164,172,4.507535,0.2586122201,0.714544,0.02727009,0.531674862421078,4.91695122183814e-08,0.0005557733932,0.255145068737987,0.0103712591029846,0.1120219619,0.2313421301,-0.2643112575,-0.1114661885,50,67.64822,34.048216,16.848216,4,60.500004,26.9,9.7,-0.9779371668,-0.9401483251,-0.8544952046,-0.9739497565,67.478667326,33.8786633217,16.6786633349,63.478667327,-11.2356426383529,-17.3099664364984,-19.2972186570883,-7.72444973247259
641,6.625103,0.2297788481,0.4835695,1.079809,6.13027713834374,0.289697083048262,0.2610911814,0.446962580593054,1.17141603695116,1.060008579,-0.8500301519,-0.9158581086,-0.7989173974,621,6.625103,0.4105101754,0.4835695,1.079809,6.21411943538011,0.443841698642053,0.384505049,0.468869543941141,1.11407485142041,0.893521039,-0.6692988246,-0.6674694787,-0.50901599,1446,6.625103,0.6343578747,0.4835695,1.079809,6.24246634570322,0.626288788892266,0.5217483271,0.486250817712915,1.04364286516676,0.6247701738,-0.4454511253,-0.4155523791,-0.1030218467,2461,6.625103,1.710646414,0.4835695,1.079809,3.0514525394552,0.00543944403522009,0.02096978977,0.595485210884166,0.260206538547493,0.2648499092,0.6308374139,-0.1198629604,-0.2438801194,28,6.951439,5.751439,4.851439,2.8,3.2,2,1.1,-0.3313215994,-0.2127009946,-0.1501463031,-0.7527528692,6.8286687404,5.6286687416,4.7286687413,10.62947664652,-14.2776161243997,-13.9995393196135,-12.895985475163,-5.8739864903475
642,4.926242,0.001989608622,0.6768129,0.2782932,3.07862302738884,0.00290183461892084,0.04744335248,0.636835756623751,0.342796147620005,0.337994002,-0.2763035914,-0.03428819299,-0.2905506495,8,4.926242,0.01856769465,0.6768129,0.2782932,1.45148847698811,0.0193944951172589,0.06023329,0.564847702568635,1.71477332191098e-06,0.142,-0.2597255053,0.02351408227,-0.081349964,24,4.926242,0.07188366325,0.6768129,0.2782932,1.13546366084055,0.10069625710679,0.1240579584,0.429565466490044,7.88732010870624e-07,0.161,-0.2064095367,0.07301290057,-0.03665916213,40,4.926242,0.6919919306,0.6768129,0.2782932,4.09402541843126,0.0379371783459134,0.03883091806,0.512785331981524,0.402708388257032,0.3638786318,0.4136987306,-0.3784573606,-0.3250477137,220,11.54587,8.245866,6.245866,2.9,7.300004,4,2,-0.8488959514,-0.5754656552,-0.4471190082,-0.5918688324,10.9398608202,7.6398568254,5.639856825,9.1292634416,-3.60156050265555,-4.67510508318202,-4.77392463846157,-3.48382760173883
643,2.806337,0.01511528572,0.3802725,0.3048615,3.02537303090924,0.0639296473987384,0.06736953201,0.283256614350957,0.56144761368309,0.4296981349,-0.2897462143,-0.4917139254,-0.3623286029,19,2.806337,0.05507145422,0.3802725,0.3048615,2.73737498053983,0.0216584927904538,0.036451906,0.473673335276854,0.203906190597739,0.169413778,-0.2497900458,-0.1698117849,-0.132961872,40,2.806337,0.1271326475,0.3802725,0.3048615,2.50974139334135,0.0811117122259166,0.09517345938,0.428122156698524,0.207226235104994,0.1536269348,-0.1777288525,-0.1107714335,-0.0584534754,62,2.806337,0.6131106058,0.3802725,0.3048615,5.09321755898139,2.52360430471344,2.58,0.471232610736113,0.735298897962498,0.255,0.3082491058,2.723082539,2.324334411,306,13.73733,10.337334,8.137334,4,7.899996,4.5,2.3,-0.6086739936,-0.6024644013,-0.4158859336,-0.04117250593,13.6166509946,10.2166550009,8.0166550009,1.49018040974,-4.34680176184891,-6.43255955705111,-5.57969531051962,-1.40883738058037
644,2.52486,3.5e-09,0.4510056,0.04720949,2.03325327798514,1.69230620242108e-06,0.000291,0.311480985078911,0.0885732930789203,0.0833680918,-0.0472094865,-0.08942227651,-0.08307714813,79,2.52486,2.21e-05,0.4510056,0.04720949,2.04125502248384,1.5987523988019e-05,0.00035,0.460283471387245,0.0291168077592139,0.039494127,-0.04718739712,-0.02953504945,-0.039143971,188,2.52486,0.002101511234,0.4510056,0.04720949,2.3070112894518,0.00332970912010222,0.003965552069,0.423531492510493,0.0803985943069112,0.06983699404,-0.04510797877,-0.03923600636,-0.06587144197,280,2.52486,0.221076911,0.4510056,0.04720949,2.27776688128512,6.40630452496643e-06,0.000374,0.323224128520254,0.0982993187443763,0.08080420808,0.173867421,-0.1149961781,-0.08042977901,103,45.22327,25.823273,15.723273,5.4,36.399997,17,6.9,-0.9490111448,-0.8709116568,-0.7175876778,-0.9396483516,44.943531462,25.543534468,15.443534468,39.543531462,-14.4237206482159,-20.5726957299173,-20.7232562782235,-8.80661017906875
645,7.355447,1.55e-15,0.9925922,0.05315808,4.04253281787546,3.80417291688623e-06,5.39e-05,0.381633687374193,0.183280786589865,0.0788308344,-0.05315808,-0.1832769824,-0.07877690514,785,7.355447,4.02e-08,0.9925922,0.05315808,4.54809828761184,0.00721846675303229,4.18e-05,0.336416988121808,0.441425398518905,0.045196611,-0.0531580398,-0.3964876959,-0.045154785,1965,7.355447,0.000275968433,0.9925922,0.05315808,7.09297513449557,0.000193749222603416,0.0002241766879,1.02415500603669,0.0269105144556414,0.01027665288,-0.05288211157,-0.02670761065,-0.01005247619,3130,7.355447,0.4135088952,0.9925922,0.05315808,3.89517751913167,0.000142608930767206,4.66e-05,0.305292219638849,0.262801474327224,0.08119089636,0.3603508152,-0.1884307143,-0.08114426898,897,36.36672,19.166719,10.266719,2.9,31.400001,14.2,5.3,-0.9692986637,-0.9280014218,-0.8314516746,-0.9661538193,36.36021621635,19.16021522135,10.26021521815,33.46021621635,-46.9784974624829,-71.214662225209,-80.5435953358375,-30.6002002119164
646,8.6233,0.6561267345,0.4985936,1.965024,8.34020184844096,0.358412683014565,0.3153706014,0.644923443163092,1.55775312546687,1.157363345,-1.308897265,-1.168125752,-0.8419927439,130,8.6233,0.9777253899,0.4985936,1.965024,7.20371252408112,0.987700711518378,0.78749284,0.487015687723298,1.8991799904687,1.165935809,-0.9872986101,-0.8825884448,-0.378442969,341,8.6233,1.318678006,0.4985936,1.965024,7.22702624990278,1.36206299751153,1.076125186,0.47956273657692,1.98521148549414,0.8979566522,-0.646345994,-0.5894552591,0.1781685338,547,8.6233,2.739300407,0.4985936,1.965024,8.78101581437634,2.28118920835321,1.821444508,0.522461597496927,2.50288717104576,0.6775763149,0.7742764074,-0.2780617034,1.143868194,700,5.16627,4.36627,3.76627,2.3,2.2,1.4,0.8,-0.3497645732,-0.07559342705,-0.02304148672,0.02113915537,4.8798933618,4.0798933633,3.479893363,2.5798933629,-6.85395787472693,-2.41070745598529,-0.931685585533985,0.570692750746169
647,6.775065,0.07035901764,0.589281,0.7005088,6.34220659885065,0.0757657967296145,0.07128832953,0.576536012307038,0.729322472857476,0.6781120405,-0.6301497824,-0.6531550515,-0.606823711,473,6.775065,0.1806317734,0.589281,0.7005088,5.96732399878507,0.178670470109828,0.154091735,0.577133665513035,0.660065101754874,0.511944407,-0.5198770266,-0.4805614794,-0.357852672,1181,6.775065,0.3256234192,0.589281,0.7005088,6.01328077127234,0.324345691116077,0.2676357345,0.574877174177121,0.663563474311226,0.3567168841,-0.3748853808,-0.3381019201,-0.08908114959,1887,6.775065,1.22670788,0.589281,0.7005088,5.63987561957243,1.33869013984955,1.161723408,0.342193447402943,1.47050194895595,0.8555490363,0.5261990801,-0.1452363412,0.3061743719,3611,7.75079,6.15079,5.15079,2.9,3.9,2.3,1.3,-0.5774861641,-0.3832923592,-0.2759755398,0.004020591018,7.6791995227,6.0791995235,5.0791995234,4.20279930723,-21.707642688579,-22.7954248994361,-20.7532871963437,-6.58516351794771
648,6.639025,2.61e-06,0.9650992,0.1569011,5.2650413427908,0.00221625822193454,0.00889,0.520008728725922,0.466437497307858,0.4743760814,-0.1568984851,-0.6453395465,-0.4654896605,47,6.639025,0.0007054353069,0.9650992,0.1569011,5.91650972179382,0.00182196180795876,0.005075333,0.883876479728688,0.273161112175095,0.279896439,-0.1561956647,-0.2733388002,-0.274821106,111,6.639025,0.01405344146,0.9650992,0.1569011,6.07367254374654,0.014712678094803,0.01904853185,0.995889134042378,0.211256666893142,0.1222802669,-0.1428476585,-0.1676046053,-0.1032317351,174,6.639025,0.5946496415,0.9650992,0.1569011,11.4023425641472,1.74614631872977,1.402533346,0.962458935327394,1.77244928598604,0.07761118913,0.4377485415,0.09241299547,1.324922157,2227,15.28054,9.480539,6.380539,2.5,11.400001,5.6,2.5,-0.9358154324,-0.8258142167,-0.6792963086,-0.1086699211,14.94787214,9.1478711431,6.0478711431,1.9495975333,-10.8731927547629,-14.9333151852491,-15.4306459056595,-5.59941308502851
649,7.166802,0.05344528668,0.8819925,0.8229003,6.67173002751875,0.0605251354586784,0.09523396294,0.858625977964735,0.865817797442876,0.4437310117,-0.7694550133,-0.7350086485,-0.3484970488,32,7.166802,0.1682159721,0.8819925,0.8229003,6.7574965529279,0.16513039659125,0.155660733,0.888627056340435,0.776370333444767,0.216444047,-0.6546843279,-0.594118124,-0.060783314,100,7.166802,0.3406456208,0.8819925,0.8229003,7.57852459434474,0.325329859582975,0.2887292734,0.932295861561731,0.859872617907973,0.1496571454,-0.4822546792,-0.5110604859,0.139072128,150,7.166802,1.600109845,0.8819925,0.8229003,2.33195207005266,0.000531592841440359,0.0184,0.854659667899198,2.58994907474528e-07,0.134,0.777209545,2.99e-05,-0.116,19,5.553966,4.253966,3.453966,1.7,3.1,1.8,1,-0.6415609222,-0.4467912274,-0.3461207085,-0.8084444037,5.4768617064,4.1768617075,3.3768617075,9.8124887922,-6.0863813154521,-7.66087370129688,-7.29321588306074,-3.30097531822034
650,3.459423,0.5259631639,0.1789036,1.176498,3.84198219139324,0.627851587910862,0.562065598,0.174230297344931,1.4573302467884,1.292240755,-0.6505348361,-0.8259453793,-0.730175157,108,3.459423,0.7002778036,0.1789036,1.176498,3.34887765333536,0.66347461045803,0.61322044,0.18403142800604,1.16764430599256,1.02998767,-0.4762201964,-0.5015885006,-0.41676723,281,3.459423,0.8836418192,0.1789036,1.176498,3.30983190498677,0.864977975672121,0.8011120893,0.179002562910392,1.17642053879147,0.991050085,-0.2928561808,-0.3081773455,-0.1899379957,464,3.459423,1.519141317,0.1789036,1.176498,3.60462532744798,1.23549585558006,1.111292687,0.184712765973675,1.34044888269843,0.9437324772,0.3426433169,-0.1444308328,0.1675602099,573,10.52872,8.928719,7.628719,4.6,4.500001,2.9,1.6,-0.02539141878,0.01668125115,0.05686285077,0.0794971608,10.39681342523,8.79681242713,7.49681242723,5.79681342726,-0.452793859196084,0.482604480959637,2.11694826207661,2.66929809281997
