tree.number,lambda.init.sim.80,lambda.final.sim.80,alpha.sim.80,mu.sim.80,lambda.init.fit.80,lambda.final.fit.80,bamm.lambda.final.sim80,alpha.fit.80,mu.fit.80,bamm.mu.80,netdiv.sim.80,netdiv.fit.80,bamm.netdiv.80,ntip.80,lambda.init.sim.50,lambda.final.sim.50,alpha.sim.50,mu.sim.50,lambda.init.fit.50,lambda.final.fit.50,bamm.lambda.final.50,alpha.fit.50,mu.fit.50,bamm.fit.50,netdiv.sim.50,netdiv.fit.50,bamm.netdiv.50,ntip.50,lambda.init.sim.20,lambda.final.sim.20,alpha.sim.20,mu.sim.20,lambda.init.fit.20,lambda.final.fit.20,bamm.lamda.final.20,alpha.fit.20,mu.fit.20,bamm.mu.20,netdiv.sim.20,netdiv.fit.20,bamm.netdiv.20,ntip.20,lambda.init.sim.s20,lambda.final.sim.s20,alpha.sim.s20,mu.sim.s20,lambda.init.fit.s20,lambda.final.fit.s20,bamm.lambda.final.s20,alpha.fit.s20,mu.fit.s20,bamm.mu.s20,netdiv.sim.s20,netdiv.fit.s20,bamm.netdiv.s20,ntip.s20,time.80,time.50,time.20,time.s20,decline.length.80,decline.length.50,decline.length.20,gamma.80,gamma.50,gamma.20,gamma.s20,cga.80,cga.50,cga.20,cga.s20,gamma.orig.80,gamma.orig.50,gamma.orig.20,gamma.orig.s20
1,5.5624,0.1739414279,0.4290488,0.8881175,5.7229858058819,0.168020777601175,0.155849693,0.437959457459687,0.871304096229772,0.8113071513,-0.7141760721,-0.7030063083,-0.6554574583,672,5.5624,0.3310574156,0.4290488,0.8881175,5.70207551564981,0.340019722810609,0.301076301,0.430083009243189,0.89709800137427,0.747017474,-0.5570600844,-0.5570094199,-0.445941173,1767,5.5624,0.5084366478,0.4290488,0.8881175,5.70642646770018,0.481291892572395,0.4146697086,0.445089656946904,0.833942833753787,0.5592649296,-0.3796808522,-0.3519281653,-0.1445952211,2748,5.5624,1.409272353,0.4290488,0.8881175,5.59118032066423,0.695452520710516,0.5906776686,0.429247361444967,0.868592736242077,0.440097177,0.5211548535,-0.1866276306,0.1505804915,3378,8.076159,6.576159,5.576159,3.2,3.8,2.3,1.3,-0.426923974,-0.2431978062,-0.1772188927,-0.1186573986,8.05590160041,6.5559016011,5.5559016016,4.8559016014,-19.1402925781687,-17.6967141240359,-16.0849943401997,-5.00609320454
2,8.972588,0.3252070787,0.9870333,1.922001,1.63001139520743,0.0768884311867229,0.4182032618,1.00244887537031,1.69728403321364e-06,0.319,-1.596793921,0.1855720495,0.09941593673,9,8.972588,0.6489693277,0.9870333,1.922001,5.46023027692867,0.915977196606902,0.908141032,0.760807486376718,1.85600145612404,0.40957733,-1.273031672,0.06174648921,0.498563702,21,8.972588,1.063054987,0.9870333,1.922001,6.55139471216691,1.40908031783409,1.277325334,0.832233328263639,2.43401714604763,0.4559250152,-0.8589460134,0.5793074366,0.8214003184,24,8.972588,3.029620977,0.9870333,1.922001,5.79687207995642,1.69732261884266,1.393388541,0.63100426554899,2.49982558511514,0.5377260676,1.107619977,-1.98280319,0.8556624731,25,3.361049,2.661049,2.161049,1.1,1.8,1.1,0.6,-0.4999045266,-0.1052905784,-0.05097105396,0.01595393849,3.046526296,2.3465262964,1.84652629644,1.94652629644,-2.29085033345735,-0.794926434350985,-0.414090799878068,-1.6143109885969
3,9.563056,0.1946466772,0.9758744,1.510993,9.26298321475076,0.191906300111878,0.1967165841,0.973110372968342,1.51542494172604,1.045330905,-1.316346323,-1.323363862,-0.8486143213,82,9.563056,0.4249134594,0.9758744,1.510993,10.4631867835868,0.452002896900412,0.3027683191,0.986818046572291,1.77272189010831,0.6760201425,-1.086079541,-1.318265741,-0.3732518234,206,9.563056,0.7631160855,0.9758744,1.510993,11.1297205484013,0.8026750236823,0.5133987332,1.01761857114416,1.92240771465031,0.2250946867,-0.7478769145,-1.118726205,0.2883040465,375,9.563056,2.689272259,0.9758744,1.510993,11.0197480454154,0.757340549083203,0.4839147717,0.997664374620362,1.95547847720337,0.3235134632,1.178279259,-1.291195893,0.1604013086,344,3.990756,3.190756,2.590756,1.3,2.1,1.3,0.7,-0.5144288963,-0.3497775015,-0.2351637483,-0.2436732025,3.98389978384,3.18389978484,2.58389978454,2.68389978454,-7.96949819268669,-8.65301750536103,-7.86657010202562,-1.7250950995747
4,7.426252,0.01838919733,0.8614918,0.5769359,7.26791963009885,0.0124778115535445,0.02134493251,0.925798216462014,0.576925361478087,0.5894592532,-0.5585467027,-0.5622843946,-0.5681143207,160,7.426252,0.07954313478,0.8614918,0.5769359,6.65286767109448,0.0687564951718161,0.05883593,0.883078773970325,0.554493027829156,0.380794616,-0.4973927652,-0.4833570056,-0.321958686,415,7.426252,0.2051908313,0.8614918,0.5769359,6.23304436830009,0.17951930131439,0.142887677,0.869956364621609,0.477484565143128,0.09812285122,-0.3717450687,-0.2940103631,0.04476482581,676,7.426252,1.216391282,0.8614918,0.5769359,6.42974617628256,0.107332517895448,0.08575944722,0.856655094967541,0.552772116677916,0.3003497636,0.6394553823,-0.468962911,-0.2145903164,512,6.965839,5.265839,4.165839,2.1,4,2.3,1.2,-0.7650558944,-0.5620078877,-0.4127029155,-0.4937599065,6.877603852447,5.177603852447,4.077603853447,4.777603852447,-16.6564458164915,-19.7823583212127,-18.5578693342147,-6.07575734201574
5,4.821523,0.9963217446,0.1645601,1.831596,4.84188309684784,1.11760481931142,0.7837706696,0.164688392938072,2.23837037372523,1.524953206,-0.8352742554,-1.031651074,-0.741182536,31,4.821523,1.233977995,0.1645601,1.831596,2.90172107090276,0.603600515382579,0.508137954,0.206534035499324,1.01142546682239,0.64823106,-0.5976180049,-0.3344425704,-0.140093106,73,4.821523,1.454705091,0.1645601,1.831596,2.40466880468205,0.968931839674179,0.8543197559,0.137673917416769,0.979190979056057,0.6026774367,-0.3768909095,0.06127086608,0.2516423192,157,4.821523,2.224778552,0.1645601,1.831596,2.24880986456426,1.9048559972588,1.541661811,0.0395003261664476,1.12274264637953,0.5710112165,0.3931825515,0.942499853,0.9706505949,203,9.581757,8.281757,7.281757,4.7,3.7,2.4,1.4,0.09067726279,-0.001931280079,0.0795625915,0.1157345422,8.9023631074,7.6023631075,6.6023631087,4.2023631086,0.845781201547359,-0.0281861048102536,1.71567647724833,3.7171888729464
6,8.162276,0.1276087454,0.9209441,1.163555,6.37502090320466,0.192425504339842,0.2383250624,0.848253666356571,1.18796364037745,0.2968648003,-1.035946255,-0.08421447876,-0.05853973784,21,8.162276,0.320509849,0.9209441,1.163555,6.03873541100342,0.285468479814176,0.3947588471,0.976071061793641,0.943055038272469,0.2269211157,-0.843045151,-0.1459119107,0.1678377314,37,8.162276,0.556952226,0.9209441,1.163555,6.16542410044313,0.54002316752053,0.6604005521,0.963771906519977,1.01325393463394,0.2058979233,-0.606602774,0.1743468508,0.4545026288,54,8.162276,2.050547646,0.9209441,1.163555,6.42905324210674,0.530210564751675,0.6180799477,0.950001815400031,1.11349993835931,0.1898485292,0.8869926456,-1.081922169,0.4282314185,54,4.515268,3.515268,2.915268,1.5,2.4,1.4,0.8,-0.444018445,-0.3613780448,-0.2581450177,-0.2617487547,4.12663534436,3.12663534437,2.52663534488,2.62663534488,-3.35226574604914,-3.70302303289942,-3.22423023768573,-0.0786811034096877
7,6.744666,0.198315874,0.7393723,1.259275,7.57805248024658,0.21740695056971,0.2077681104,0.764457939468469,1.64732937392527,0.6126138035,-1.060959126,-1.379862125,-0.4048456931,20,6.744666,0.3857911468,0.7393723,1.259275,8.01929416727378,0.315464557623642,0.23982086,0.841674899998806,1.40566587548843,0.378310189,-0.8734838532,-1.082208865,-0.138489329,61,6.744666,0.6473303572,0.7393723,1.259275,7.26219450049723,0.413767694298486,0.3554721684,0.911246278006681,1.06017256516229,0.1756931016,-0.6119446428,-0.6364376599,0.1797790668,113,6.744666,2.066293227,0.7393723,1.259275,7.26219450049723,0.413767694298486,0.3528559489,0.911246278006681,1.06017256516229,0.1717719722,0.8070182266,-0.8529675733,0.1810839767,113,4.769784,3.869784,3.169784,1.6,2.5,1.6,0.9,-0.5251697195,-0.3911877506,-0.310323541,-0.310323541,4.64543618168,3.84419132544,3.14419132636,3.14419132636,-3.859193523541,-5.20441452539353,-5.66287322222948,-1.37004300250709
8,6.043918,0.7888459518,0.3113557,1.88629,5.17576634110923,1.27273111059393,0.9599754637,0.216996187913571,2.42609408897571,1.72827154,-1.097444048,-1.145013146,-0.7682960763,57,6.043918,1.07699147,0.3113557,1.88629,4.56322504619163,1.04534295982099,0.870848185,0.269671856233645,1.73911412739179,1.206439171,-0.8092985301,-0.6867854478,-0.335590986,154,6.043918,1.381619053,0.3113557,1.88629,4.68842892130561,1.46972632201672,1.214979463,0.248679060628164,1.93781981758498,1.188816321,-0.5046709475,-0.4600898995,0.02616314162,241,6.043918,2.450080662,0.3113557,1.88629,4.59814818527309,1.99827191925826,1.695186971,0.233782156762709,1.94864849112526,0.9227009759,0.5637906617,-0.03646651271,0.7724859954,320,6.539905,5.539905,4.739905,2.9,2.8,1.8,1,0.09244571023,0.04128358488,0.09196082376,0.09517105287,6.464732651,5.46473265067,4.6647326504,3.56473265057,1.18748664882185,0.881576132653857,2.46242170588564,2.5735319943372
9,2.323215,0.05896489767,0.2578486,0.3974315,2.35976381692459,0.047190806283396,0.04743673241,0.274628544658097,0.358340217066558,0.3269115679,-0.3384666023,-0.3111990335,-0.2794748355,101,2.323215,0.1245495673,0.2578486,0.3974315,2.29134443364153,0.120467250427237,0.1151494646,0.259628413733001,0.37718835910536,0.3299432815,-0.2728819327,-0.2567211087,-0.214793817,246,2.323215,0.2140449046,0.2578486,0.3974315,2.40815494313947,0.211583839667889,0.1953226824,0.263057077499079,0.407412034611566,0.3228511925,-0.1833865954,-0.1956239207,-0.1275285101,378,2.323215,0.6567143478,0.2578486,0.3974315,2.36863421527313,0.193342041256392,0.1792041997,0.268119276068568,0.378705503659588,0.2972053206,0.2592828478,-0.2100136372,-0.1180011209,372,14.24776,11.347758,9.247758,4.9,7.400002,4.5,2.4,-0.514422529,-0.3182392482,-0.2202604092,-0.2366026067,14.245124187,11.3451221904,9.2451221904,9.3451241904,-8.86539733472149,-8.61012150685837,-7.39760250103801,-1.79244599886034
10,8.209677,0.05514120863,0.7763133,0.7722917,7.0286454229898,0.0379529203462582,0.0596202275,0.844715999866484,0.725164147987659,0.6960320463,-0.7171504914,-0.7234800011,-0.6364118188,210,8.209677,0.1634874035,0.7763133,0.7722917,6.55387649580199,0.115154081251586,0.092013116,0.845289173406948,0.581525002494037,0.324169071,-0.6088042965,-0.4569179878,-0.232155955,552,8.209677,0.3287895612,0.7763133,0.7722917,6.59868967440242,0.268014975058953,0.2043903752,0.825399422880617,0.609385815891137,0.1246959514,-0.4435021388,-0.3291423883,0.07969442374,898,8.209677,1.487987179,0.7763133,0.7722917,6.72011613189523,0.242543726296155,0.1842110764,0.834330091486155,0.624476637538616,0.1555685571,0.7156954795,-0.4075156173,0.02864251939,845,6.444784,5.044784,4.144784,2.2,3.4,2,1.1,-0.6286831308,-0.4868250515,-0.3531858799,-0.3710744508,6.181252431,4.7812524324,3.8812524328,3.9812524324,-15.7044995729405,-19.7749270753771,-18.3112488482648,-5.92816989758946
11,4.239051,0.00467641178,0.6410956,0.3217452,3.92421898481498,0.00577632004806502,0.03428153196,0.62070486613738,0.407818713843336,0.4039371394,-0.3170687882,-0.3945541903,-0.3696556074,18,4.239051,0.03200256254,0.6410956,0.3217452,3.12042803531407,0.0250388691543118,0.039600249,0.642854059548555,0.276365178649663,0.198643898,-0.2897426375,-0.2395462513,-0.159043649,45,4.239051,0.1014725236,0.6410956,0.3217452,3.58362413563758,0.125676422990264,0.1259589214,0.58716942845712,0.465785070817402,0.2248167367,-0.2202726764,-0.3235229695,-0.0988578153,69,4.239051,0.7507979561,0.6410956,0.3217452,3.74500371516079,0.0465068216158318,0.06192756232,0.562202314575888,0.498530622479895,0.3483457619,0.4290527561,-0.5051902207,-0.2864181996,42,10.62176,7.621763,5.821763,2.7,6.599997,3.6,1.8,-0.7855775884,-0.6078984168,-0.4173326468,-0.5794974054,10.50604912476,7.50605212316,5.70605212236,7.80604912316,-5.44264118530258,-6.90439878544929,-5.91671143012092,-1.8056280514948
12,7.796602,0.0775573834,0.6876972,0.8036702,7.39811276318416,0.0818238000734879,0.07307952486,0.677896407043204,0.793503722158877,0.7146353697,-0.7261128166,-0.7113029745,-0.6415558448,687,7.796602,0.2031194386,0.6876972,0.8036702,7.53074924176097,0.222057123501393,0.182090149,0.671882337572004,0.845587934054859,0.624554622,-0.6005507614,-0.6230025972,-0.442464474,1669,7.796602,0.3771796704,0.6876972,0.8036702,7.63891269818993,0.358530300320974,0.2787477768,0.704077108677783,0.784214230579385,0.3369759404,-0.4264905296,-0.4250060322,-0.05822816363,2524,7.796602,1.49662821,0.6876972,0.8036702,5.97205714498049,0.376324264695445,0.3021269752,0.651259571246091,0.579087674799771,0.3255811344,0.6929580098,-0.433241047,-0.02345415917,2658,6.70415,5.30415,4.40415,2.4,3.4,2,1.1,-0.5746028984,-0.3800378059,-0.2924559123,-0.2787948911,6.64469085856,5.24469086006,4.34469086006,4.24469086006,-26.0479605476302,-26.8754181034255,-25.4386215257541,-9.50056494972125
13,9.339135,0.05056568402,0.9492642,0.8722407,8.26949060969435,0.0541588000956065,0.04965687306,0.918480683162839,0.866583963365986,0.7694078198,-0.821675016,-0.8115096866,-0.7197509467,468,9.339135,0.1579676405,0.9492642,0.8722407,8.59035619214322,0.130467926502951,0.096821556,0.979546268544907,0.781334993737058,0.481919055,-0.7142730595,-0.6510907654,-0.385097499,1205,9.339135,0.3375796778,0.9492642,0.8722407,8.56193809868397,0.314707847369412,0.2179697902,0.950711008672197,0.798010705661657,0.1316193198,-0.5346610222,-0.4829272754,0.08635047045,2105,9.339135,1.691368688,0.9492642,0.8722407,8.81432013862079,0.27676614915573,0.1944426994,0.941834294778301,0.886546841753666,0.3410382414,0.8191279877,-0.624626052,-0.146595542,1842,5.497622,4.297622,3.497622,1.8,3,1.8,1,-0.6593444438,-0.5037463181,-0.3555210691,-0.3815516432,5.47470165654,4.27470165714,3.47470165695,3.67470165695,-24.6527820670524,-30.2625364782345,-28.2387589932605,-10.5885327641583
14,0.9966549,0.068538218,0.06273424,0.2173919,0.725390292430811,0.047490076434816,0.0488751698,0.0652873500813626,0.15896971523374,0.1567786578,-0.148853682,-0.1099939822,-0.107903488,107,0.9966549,0.1063282701,0.06273424,0.2173919,0.651653479495631,0.0879979185841136,0.087504907,0.0576060318468691,0.145111825381303,0.140559948,-0.1110636299,-0.05579016548,-0.053055041,297,0.9966549,0.1473409435,0.06273424,0.2173919,0.575435520666061,0.136013140969383,0.1352308767,0.0488001739657432,0.137082220036404,0.1315423654,-0.0700509565,0.0008354437269,0.003688511332,454,0.9966549,0.3064335287,0.06273424,0.2173919,0.550756594175427,0.226039453562641,0.2231882973,0.0387939277146504,0.152922240692664,0.13470052,0.08904162866,0.06114266033,0.08848777725,510,42.67228,35.67228,30.47228,18.8,18.4,11.4,6.2,-0.2754464787,-0.1198858147,-0.04761049418,0.008320995161,41.75677323313,34.75677323263,29.55677323013,22.95677323323,-4.88869003118628,-3.56647705451431,-1.75320432799967,2.39038572827195
15,3.920953,0.01903677305,0.373542,0.3254763,3.69921243148512,0.0241975832033527,0.02378366491,0.354853130339084,0.353235248904008,0.3430333973,-0.306439527,-0.3291445882,-0.3192497324,780,3.920953,0.06290999565,0.373542,0.3254763,3.78493824250806,0.0723212480063062,0.068174363,0.360646250646561,0.358308379902036,0.330126852,-0.2625663044,-0.2853223208,-0.261952489,1976,3.920953,0.137846847,0.373542,0.3254763,3.92510822104201,0.156080409111948,0.1407551354,0.363403590310024,0.380227798266621,0.3082581127,-0.187629453,-0.2186842632,-0.1675029773,3126,3.920953,0.6287503106,0.373542,0.3254763,3.83532372745503,0.12611102703737,0.1162040413,0.368224576749375,0.351482954712718,0.2951366331,0.3032740106,-0.2187145582,-0.1789325918,2878,14.2627,11.062705,8.962705,4.9,7.599995,4.4,2.3,-0.6408956337,-0.4518025219,-0.3227176585,-0.3539995107,14.173814542,10.973819552,8.873819551,9.273814552,-30.9626225623906,-34.7682516416047,-31.2420030012453,-14.6888598466975
16,3.456679,1.33e-05,0.6080551,0.1212431,2.59315630792218,3.8410997690764e-05,0.0029,0.549616859776328,0.124541481200354,0.156779557,-0.1212298404,-0.1264335896,-0.1538759338,36,3.456679,0.001347418865,0.6080551,0.1212431,2.76614703271056,0.00126326564633209,0.002740767,0.608874160967398,0.106034135012204,0.088763726,-0.1198956811,-0.08004318791,-0.086022959,98,3.456679,0.0163008413,0.6080551,0.1212431,2.66130297929343,0.0193475041606678,0.02326588127,0.577098763191902,0.105497066047186,0.08372878096,-0.1049422587,-0.07620506507,-0.06046289969,153,3.456679,0.4115253946,0.6080551,0.1212431,2.87064440339612,0.000179328531617327,0.00222,0.578569396746175,0.129239838150364,0.1374526044,0.2902822946,-0.1040045553,-0.1352315782,58,20.50981,12.909805,8.809805,3.5,15.000005,7.4,3.3,-0.883477281,-0.7889257377,-0.6008338239,-0.8586016176,20.2323533728,12.6323483737,8.5323483787,16.7323533737,-8.9226831625341,-13.3885137348007,-12.7880249313095,-5.04573386216748
17,7.163593,0.3354814773,0.5303678,1.404673,6.55432945784634,0.431789427485535,0.3360048006,0.474489659536287,1.54384393704431,0.9250646112,-1.069191523,-1.105652678,-0.5890598106,52,7.163593,0.5701699906,0.5303678,1.404673,5.38371496202334,0.537152002059275,0.420365787,0.487041426006633,1.13674677276431,0.473851849,-0.8345030094,-0.5935856836,-0.053486062,142,7.163593,0.826493461,0.5303678,1.404673,6.57667335003949,0.967692574996351,0.7229931745,0.475248331768757,1.62693968534279,0.6091999436,-0.578179539,-0.651537767,0.1137932309,203,7.163593,2.115234605,0.5303678,1.404673,5.89116891844283,1.10120510470958,0.9101492087,0.488600223007739,1.33039813814006,0.3137487154,0.7105616051,-0.436712062,0.5964004933,236,5.771844,4.771844,4.071844,2.3,2.7,1.7,1,-0.2642035456,-0.1689548191,-0.07170158653,-0.06490403786,5.73235477003,4.73235477083,4.03235477002,3.43235477038,-3.23581937440303,-3.46254342608192,-1.76070834016389,0.396178334742809
18,3.847623,0.1709703135,0.408734,0.8418085,0.27608482140378,0.164824961177081,0.2151225696,0.0719441519580682,7.62184987628501e-08,0.257,-0.6708381865,0.1034708398,-0.0416840031,12,3.847623,0.3156364058,0.408734,0.8418085,0.520357525071396,0.405669318126525,0.528111378,0.0439130938151307,9.3165611565282e-06,0.31,-0.5261720942,0.4214457866,0.218239788,27,3.847623,0.494822116,0.408734,0.8418085,1.99478262024175,0.726667904759982,0.6708968899,0.220977765427953,0.837333501899692,0.4033564708,-0.346986384,0.1877278636,0.2675404191,29,3.847623,1.329425847,0.408734,0.8418085,1.99478262024175,0.726667904759982,0.6722084879,0.220977765427953,0.837333501899692,0.410585221,0.487617347,-0.5882336111,0.2616232669,29,7.617964,6.117964,5.017964,2.6,3.9,2.4,1.3,-0.2836244396,-0.04216234785,0.0178938712,0.0178938712,7.1697846028,5.669784603,4.5697846036,4.5697846036,-1.55347503429386,-0.365136643223155,0.161044840844929,0.322028288808085
19,6.913556,0.3551107002,0.5510557,1.487979,6.81488840343204,0.38493929797294,0.316202399,0.565617040021204,1.66282983383105,1.063761095,-1.1328683,-1.219195499,-0.747558696,49,6.913556,0.6161468158,0.5510557,1.487979,6.79746147929402,0.711637537964996,0.5297462619,0.553014941428609,1.73594482599451,0.8375003944,-0.8718321842,-0.9691670288,-0.3077541326,134,6.913556,0.906167586,0.5510557,1.487979,6.75175529712661,0.968034044282051,0.702818102,0.574508519005208,1.67949642422495,0.4628237833,-0.581811414,-0.6441635113,0.2399943187,214,6.913556,2.296468991,0.5510557,1.487979,6.12455898579161,0.880444317115833,0.7173724256,0.629591003014981,1.26332720465041,0.2335755818,0.8084899909,-0.5366104173,0.4837968437,227,5.387495,4.387495,3.687495,2,2.6,1.6,0.9,-0.3360182867,-0.15764811,-0.1051777792,-0.1329533682,5.0807863117,4.0807863127,3.38078631292,3.08078631262,-3.98999608367951,-3.13715777840911,-2.65248266470703,-2.69714247317825
20,4.12729,2.46e-05,0.6130892,0.1313279,3.69645541624217,0.000819868960507946,0.0016,0.436278919032537,0.260501338335609,0.1910482165,-0.1313033133,-0.2539407848,-0.1894434616,86,4.12729,0.001796918013,0.6130892,0.1313279,3.50480143150687,0.00273521850019292,0.003772048,0.582461542738278,0.162159584122867,0.150140771,-0.129530982,-0.1564174621,-0.146368723,209,4.12729,0.01846379785,0.6130892,0.1313279,3.86719673340433,0.0227836637651145,0.02191635497,0.605079348301148,0.19907733725122,0.1386272908,-0.1128641021,-0.1703678974,-0.1167109359,348,4.12729,0.4270692834,0.6130892,0.1313279,3.53890087867473,0.000622018966994914,0.001701908944,0.55477877214865,0.169077065339191,0.1568887887,0.2957413834,-0.233458486,-0.1551868797,138,19.62345,12.623454,8.823454,3.7,13.999996,7,3.2,-0.9047081434,-0.7627454323,-0.6090342948,-0.8394056953,19.2852325257,12.2852365295,8.4852365265,15.5852325267,-14.3617965399225,-19.0075182284184,-19.6218714083022,-9.1945576941763
21,5.222566,8.17e-09,0.7876741,0.0841417,4.69201154794974,2.39539827492664e-08,0.00466,0.744405710064831,0.0939360803114603,0.3150569051,-0.08414169183,-0.09304956472,-0.3103930428,46,5.222566,4.38e-05,0.7876741,0.0841417,4.07941402401068,0.00104538663946323,0.001327351,0.560683644940224,0.196333718658289,0.08656039,-0.08409794586,-0.2416020205,-0.085233039,104,5.222566,0.00360314122,0.7876741,0.0841417,3.71815948886256,0.00259628101957436,0.0074273374,0.794315130832578,0.00251861968755897,0.0563,-0.08053855878,0.002573940019,-0.04891062758,156,5.222566,0.4199715668,0.7876741,0.0841417,3.55577814497655,0.00421559661207743,0.002254595948,0.300131262280498,0.375161713572954,0.235666514,0.3358298668,-0.3802224281,-0.233411918,60,25.74105,14.841053,9.241053,3.2,20.499997,9.6,4,-0.9554088956,-0.8743965068,-0.7359342737,-0.9308235764,25.6486380564,14.7486410621,9.1486410591,22.4486380664,-10.9768125071034,-15.295691904936,-15.8183076184716,-4.92547542988504
22,7.747156,0.05641690117,0.9930139,0.9097849,6.825472833404,0.0824991130751721,0.1121876317,0.898572821075212,0.963534126496839,0.6442031022,-0.8533679988,-0.8742150818,-0.5320154705,50,7.747156,0.1681882806,0.9930139,0.9097849,8.16451823923095,0.211328390738464,0.166250041,0.958074041604297,1.09333835996405,0.425782669,-0.7415966194,-0.8757659774,-0.259532628,141,7.747156,0.3722237641,0.9930139,0.9097849,7.59730796617704,0.28619047027509,0.2664722823,1.08787001000691,0.679150296802745,0.1034900677,-0.5375611359,-0.382087026,0.1629822146,235,7.747156,1.746833916,0.9930139,0.9097849,8.11419151311571,0.267497023484404,0.2057998331,0.999476895129902,0.992740290134738,0.2063079042,0.8370490156,-0.8215258297,-0.0005080710881,190,4.956942,3.856942,3.056942,1.5,2.8,1.7,0.9,-0.5816249697,-0.4459364251,-0.3787775203,-0.3959882521,4.91404731039,3.81404731159,3.01404731195,3.41404731195,-6.97949963633576,-9.10627948871502,-10.0143504278099,-3.10503457309424
23,4.307287,7.23e-34,0.7776881,0.0126023,1.52069574580862,0.000142944723496252,0.000839,0.0931928839254072,0.149157975294784,0.08715346589,-0.0126023,-0.1446311402,-0.08631436175,22,4.307287,1.22e-21,0.7776881,0.0126023,2.23684772304386,0.00271514876436002,0.000806493,0.105954073431268,0.291431083772846,0.124317348,-0.0126023,-0.2882588389,-0.123510855,37,4.307287,4.82e-09,0.7776881,0.0126023,2.96243575580994,0.000640537940740822,0.0009632397431,0.323752705698306,0.208704072672274,0.1133084623,-0.01260229518,-0.2085071101,-0.1123452225,65,4.307287,0.2242695639,0.7776881,0.0126023,1.20798175508912,9.1998142048091e-06,0.00504,0.123154663287297,0.0869934990318355,0.1764185992,0.2116672639,-0.008603581328,-0.1713773918,24,100.002,63.801959,26.501959,3.8,92.500041,56.3,19,-0.9850641733,-0.9763656095,-0.9202570129,-0.9850844625,99.49494122825,63.36685249,26.06685249,95.69494122805,-7.63027427647774,-10.0047703300267,-12.6514422614645,-4.70597736390264
24,4.606637,0.02404188245,0.586099,0.4776616,877248.042232327,1.2338974162252e-06,0.1934601437,3.96656735392311,2.43779313250931,0.7381808802,-0.4536197175,64.82543896,-0.5447207365,2,4.606637,0.08728819336,0.586099,0.4776616,3.56681537028258,0.178432097256138,0.227406755,0.526139751944708,0.9699502461353,0.375,-0.3903734066,0.09504538844,-0.147295668,10,4.606637,0.1870066002,0.586099,0.4776616,2.35958981184377,0.255658225162899,0.3518579157,0.488720940134104,0.603254255230337,0.317,-0.2906549998,0.2204426892,0.0349689756,17,4.606637,0.9465142904,0.586099,0.4776616,3.15542303942933,0.208112431063591,0.2442067559,0.508435451012456,0.840575132169648,0.3162674851,0.4688526904,-1.024463339,-0.07206072918,14,8.96684,6.76684,5.46684,2.7,5.1,2.9,1.6,NA,-0.3369259571,-0.2316747884,-0.2960512614,6.879973386,5.69282266,4.547383583,5.347383583,NA,-1.65059335216379,-1.55412172646599,-0.506665609657852
25,5.067882,0.3285121507,0.4810942,1.325768,8.18862503998584e-07,1.46246504148726e-07,0.6669395775,3.5669471602145,2.83880592408984,1.079052915,-0.9972558493,148.165714,-0.4121133372,2,5.067882,0.557675608,0.4810942,1.325768,2.89546503950829,0.980812614862036,0.825604272,0.395954384806131,1.92077029623403,0.776379319,-0.768092392,1.133586686,0.049224953,7,5.067882,0.8194659156,0.4810942,1.325768,3.17706972680574,0.894650587279512,0.9320209258,0.486216771851284,1.19033573089348,0.421,-0.5063020844,0.8983977642,0.5106632726,21,5.067882,1.936214114,0.4810942,1.325768,5.56234711861675,1.45701587886379,1.109618004,0.534481007097763,2.532528507592,0.5576855473,0.6104461141,-1.853030277,0.5519324571,21,5.687253,4.587253,3.787253,2,2.9,1.8,1,NA,0.138675853,-0.05102962202,0.04200359034,0.4829403204,2.7339502406,2.60641223832,2.50641223832,NA,0.537089269294632,-0.385265197580205,0.323448838395002
26,8.15008,0.02947734966,0.816163,0.6552663,5.19697756003971,0.0150489612419324,0.06433784312,0.929040731624485,0.540242824061822,0.3737682554,-0.6257889503,-0.1291429867,-0.3094304123,18,8.15008,0.1087969129,0.816163,0.6552663,5.42789382381121,0.136003862676995,0.146582682,0.78590574207577,0.717310425305011,0.264278011,-0.5464693871,-0.3255443828,-0.11769533,46,8.15008,0.2460773605,0.816163,0.6552663,4.08552937788297,0.18701330554368,0.2703414119,0.835570663700422,0.258588604299639,0.148,-0.4091889395,0.177700855,0.1227132384,69,8.15008,1.35319592,0.816163,0.6552663,4.58428450959299,0.162365594248117,0.2123500542,0.816573406449857,0.470516648617168,0.1700806543,0.6979296204,-0.5621335502,0.04226939998,57,6.888527,5.288527,4.288527,2.2,3.8,2.2,1.2,-0.7286543772,-0.4655430877,-0.3846486072,-0.4105744758,6.2909228087,4.6909228107,3.6909228107,4.0909228107,-5.04826560977466,-5.348682863379,-5.45333519594762,-0.699507275636575
